,textbook ID,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION,학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
31,704,중1,동아(이),2015,1,An Exciting New World,"like와 favorite을 활용해 좋아하는 것을 묻고 답하기.
","Do you like pizza?
Yes, I like cheese pizza. / No, I don't like spicy pizza.
","너 피자 좋아해?
응, 나는 치즈 피자를 좋아해. / 아니, 나는 매운 피자를 좋아하지 않아.
","A: What () do you like?
B: I love ().
A: What's your favorite ()?
B: () is my favorite.
","like와 favorite을 활용해 좋아하는 것을 묻고 답할 수 있어요.
You can ask and answer questions about preferences using like and favorite.","Do you ____ pizza? Yes, I like cheese pizza. / No, I don't like spicy pizza.","피자 좋아해? 네, 나는 치즈 피자를 좋아해. / 아니, 나는 매운 피자를 좋아하지 않아.",hate,like,love,like,2,A: What food do you like? B: I love pasta. A: What's your ____ food? B: Sushi is my favorite.,A: 무슨 음식을 좋아해? B: 나는 파스타를 좋아해. A: 가장 좋아하는 음식은 뭐야? B: 스시는 내가 가장 좋아하는 음식이야.,bad,favorite,ordinary,favorite,2,"A: Do you like burgers? B: Yes, I like cheese burgers. A: What kind of food do you like? B: Ice cream is my favorite.","A: 버거 좋아해? B: 응, 나는 치즈버거를 좋아해. A: 무슨 음식을 좋아해? B: 아이스크림은 내가 가장 좋아하는 음식이야."
32,704,중1,동아(이),2015,2,"Be Healthy, Be Happy!","다양한 의문문을 활용해 상태의 원인을 묻고 답하기.
","What’s wrong with your arm?
","네 팔 왜 그래?
","What happened?
Why the long face?
","다양한 의문문을 사용하여 상태의 원인을 물어보고 답할 수 있어요.
Ask and answer about the causes of a condition using various questions.",What’s wrong with your ___?,네 팔에 무슨 문제가 있니?,leg,arm,head,arm,2,What ___?,무슨 일이 있었어?,changed,happened,improved,happened,2,A: What's wrong with your leg? B: I twisted it during soccer practice. A: What happened? B: I slipped on a wet surface.,A: 네 다리에 무슨 문제가 있니? B: 축구 연습 중에 삐끗했어. A: 무슨 일이 있었어? B: 미끄러운 곳에서 넘어졌어.
33,704,중1,동아(이),2015,3,How Do I Look?,"형용사와 신체부위를 가리키는 어휘를 활용해 외모를 묘사하기.
","A: What does your brother look like?
B: He is tall and strong. He has short black hair.
","A: 네 남동생은 어떻게 생겼어?
B: 그는 키가 크고 튼튼해. 그는 짧은 검은 머리를 가지고 있어.
","A: Can you describe your friend?
B: She is short and has curly hair.
A: How does your teacher look?
B: He is tall and wears glasses.
","형용사와 신체부위를 가리키는 어휘를 사용하여 외모를 묘사할 수 있어요.
You can describe appearance using adjectives and vocabulary for body parts.",He is ___ and strong. He has short black hair.,그는 키가 크고 힘이 세요. 그는 짧은 검은 머리를 가지고 있어요.,short,tall,curly,tall,2,She is short and has ___ hair.,그녀는 키가 작고 곱슬머리를 가지고 있어요.,straight,curly,wavy,curly,2,A: What does your sister look like? B: She is tall and lean. She has long brown hair. A: Can you describe your neighbor? B: He is short and has spiky hair.,A: 너의 여동생은 어떻게 생겼어? B: 그녀는 키가 크고 날씬해. 그녀는 긴 갈색 머리를 가지고 있어. A: 이웃을 어떻게 설명할 수 있어? B: 그는 키가 작고 뾰족한 머리를 가지고 있어.
34,704,중1,동아(이),2015,4,Catch the Sun,"과거시제를 활용해 과거 사실을 말하기.
","What did you do last summer?
I traveled to Japan.
","지난 여름에 뭐 했어?
나는 일본을 여행했어.
","A: When did you ()?
B: I ().
A: Where did you ()?
B: I ().
","과거시제를 활용하여 과거의 사실을 말할 수 있어요.
You can describe past events using the past tense.",What did you do last summer? I ___ to Japan.,지난 여름에 뭐 했어? 나는 일본에 갔어.,visited,traveled,swam,traveled,2,When did you ___?,언제 여행했어?,traveled,travel,going,travel,2,A: What did you do last weekend? B: I visited a museum. A: When did you visit it? B: Last Saturday.,A: 지난 주말에 뭐 했어? B: 박물관에 갔어. A: 언제 갔어? B: 지난 토요일이야.
35,704,중1,동아(이),2015,5,Art for All,"be going to ()를 활용해 계획을 말하기.
","What are you going to do this weekend?
I’m going to visit my grandparents.
","이번 주말에 뭐 할 거야?
나는 할아버지, 할머니 댁에 갈 거야.
","A: What are you planning to do ()?
B: I’m planning to ().
A: Do you have any plans for ()?
B: Yes, I’ll ().
","be going to 를 활용해 미래 계획에 대해 말할 수 있어요.
미래의 계획을 표현할 때 'What are you going to do this weekend?'과 같은 표현을 사용할 수 있어요.",I'm _____ visit my grandparents.,나는 조부모님을 방문할 거야.,will,going to,gonna,going to,2,I'm _____ visit my friend.,나는 친구를 방문할 계획이야.,planning,planning to,plan to,planning to,2,"A: What are you going to do tomorrow? B: I'm going to visit the museum. A: Do you have any plans for the day? B: Yes, I'm going to have lunch with a friend.","A: 내일 뭐 할 거야? B: 박물관을 방문할 거야. A: 하루 계획 있어? B: 응, 친구와 점심 먹을 거야."
36,704,중1,동아(이),2015,6,"Dream High, Fly High!","be interested in을 활용해 관심사를 말하기.
","What are you interested in?
I’m interested in photography.
","너는 어떤 것에 관심이 있어?
나는 사진 촬영에 관심이 있어.
","A: Do you enjoy ()?
B: Yes, I like ().
A: What do you like doing?
B: I like ().
","관심사에 대해 이야기할 수 있어요.
You can talk about your interests using 'be interested in'.",What are you ___ in? I’m interested in photography.,너는 무엇에 관심이 있어? 나는 사진 찍기에 관심이 있어.,fascinated,interested,excited,interested,2,"Yes, I like ___.","응, 나는 사진 촬영을 좋아해.",reading,photography,dancing,photography,2,"A: What are you interested in? B: I'm interested in music. A: Do you enjoy concerts? B: Yes, I like concerts.","A: 너는 무엇에 관심이 있어? B: 나는 음악에 관심이 있어. A: 콘서트 보는 거 좋아? B: 응, 콘서트 보는 걸 좋아해."
37,704,중1,동아(이),2015,7,Money Doesn’t Grow on Trees,"be looking for를 활용해 상점에서 찾는 물건을 말하기.
","Can I help you?
Yes, I’m looking for a new backpack.
","도와드릴까요?
네, 새 배낭을 찾고 있어요.
","A: Are you looking for something?
B: Yes, do you sell ()?
A: Do you need any help?
B: Yes, I want to buy ().
","상점에서 물건을 찾는 표현을 사용할 수 있어요.
be looking for 표현을 활용하여 필요한 물건을 말할 수 있어요.","Can I help you? Yes, I’m ___ a new backpack.","도와드릴까요? 네, 저는 새 백팩을 찾고 있어요.",searching,looking for,buying,looking for,2,"A: Are you looking for something? B: Yes, do you sell ___?","A: 뭔가 찾고 계세요? B: 네, 판매하시는 물건 있나요?",a used phone,a new backpack,an old hat,a new backpack,2,"A: Can I help you? B: Yes, I'm looking for a pair of shoes. A: Are you looking for any particular color? B: Yes, do you sell red sneakers? A: Do you need assistance? B: Yes, I want to buy them.","A: 도와드릴까요? B: 네, 저는 신발 한 켤레를 찾고 있어요. A: 특정 색상의 신발을 찾고 계세요? B: 네, 빨간색 운동화를 판매하시나요? A: 도움이 필요하세요? B: 네, 그것들을 사고 싶어요."
38,704,중1,동아(이),2015,8,The Way to Korea,"think 동사를 활용해 의견을 말하기.
","What do you think about this movie?
I think it’s really exciting.
","이 영화에 대해 어떻게 생각해?
나는 정말 재미있다고 생각해.
","A: How do you feel about ()?
B: I feel ().
A: What’s your opinion on ()?
B: My opinion is that ().
","think 동사를 사용하여 자신의 의견을 말할 수 있어요.
영어로 영화에 대한 의견을 표현할 수 있어요.",What do you ____ about this movie? I think it’s really exciting.,이 영화에 대해 어떻게 ____ 생각해? 나는 정말 신난다고 생각해.,say,think,believe,think,2,What's your ____ on this movie? B: My opinion is that it's really exciting.,이 영화에 대한 네 ____는 무엇이니? B: 내 의견은 정말 신난다는 거야.,feeling,opinion,idea,opinion,2,A: What do you think about the new park? B: I think it's amazing. A: How do you feel about the art exhibit? B: My opinion is that it's inspiring.,A: 새로운 공원에 대해 어떻게 생각해? B: 나는 정말 놀랍다고 생각해. A: 미술 전시회에 대해서는 어떻게 느껴? B: 내 의견은 정말 감동적이야.
39,716,중1,동아(이),2022,1,"New School, New Friends","자기소개와 반갑다는 표현을 포함한 기본적인 인사 나누기.
","A: Hi, I’m Alice. Nice to meet you.
B: Hi, I’m John. Nice to meet you, too.
","A: 안녕, 나는 앨리스야. 만나서 반가워.
B: 안녕, 나는 존이야. 나도 만나서 반가워.
","A: Hello, I’m (). It’s nice to meet you.
B: Hello, I’m (). Nice to meet you, too.
A: Hi, I’m (). Great to meet you.
B: Hi, I’m (). Great to meet you, too.
","자기소개와 인사 표현을 사용할 수 있어요.
You can exchange basic greetings including introductions.","A: Hi, I’m Alice. ___.","A: 안녕, 나는 앨리스야. 만나서 반가워.",Nice to meet you,How are you,Goodbye,Nice to meet you,1,"A: Hi, I’m Alex. ___.","A: 안녕, 나는 알렉스야. 정말 반가워.",Nice to meet you,Great to meet you,Good to see you,Great to meet you,2,"A: Hi, I’m Sam. Delighted to meet you. B: Hello, I’m Taylor. It’s a pleasure to make your acquaintance.","A: 안녕, 나는 샘이야. 만나서 정말 기뻐. B: 안녕, 나는 테일러야. 너를 만나게 되어 기뻐."
40,716,중1,동아(이),2022,2,"Be Healthy, Be Happy","What’s wrong? 질문을 활용해 상대방의 걱정이나 고민을 묻고 답하기.
","A: What’s wrong?
B: I have a headache.
","A: 무슨 일이야?
B: 머리가 아파.
","A: Is there something bothering you?
B: ().
A: What’s the matter?
B: ().
","질문을 활용해 상대방의 걱정이나 고민을 묻고 답할 수 있어요.
You can ask and answer about someone's concerns using questions.",A: ___? B: I have a headache.,A: 무슨 일 있어? B: 머리가 아파.,How are you?,What's up?,What's wrong?,What's wrong?,3,A: ___?,A: 무슨 문제야?,What's happening?,What's the matter?,How's it going?,What's the matter?,2,"A: What's going on? B: I'm feeling unwell. A: Does something trouble you? B: Yes, I have a slight fever.","A: 무슨 일 있어? B: 몸이 안 좋아. A: 뭐가 불편해? B: 응, 약간 열이 있어."
41,716,중1,동아(이),2022,3,When I Grow Up,"be interested in 을 활용해 관심사에 대해 묻고 답하기.
","A: What are you interested in?
B: I’m interested in music.
","A: 너는 무엇에 관심이 있어?
B: 나는 음악에 관심이 있어.
","A: What do you like to do?
B: I like to ().
A: What are your hobbies?
B: My hobbies are ().
","관심사에 대해 묻고 답할 수 있어요.
You can ask and answer questions about interests using 'be interested in'.",What are you ________ in?,너는 무엇에 관심이 있니?,bored,interested,excited,interested,2,I like to _______.,나는 독서를 좋아해.,read,cook,paint,read,1,A: What are you interested in? B: I'm interested in sports. A: What do you like to do? B: I like to play soccer. A: What are your hobbies? B: My hobbies are playing soccer.,A: 너는 무엇에 관심이 있니? B: 나는 스포츠에 관심이 있어. A: 뭘 하는 것을 좋아해? B: 나는 축구하는 것을 좋아해. A: 너의 취미는 뭐니? B: 내 취미는 축구야.
42,716,중1,동아(이),2022,4,Living Together,"favor 또는 can you를 활용해 부탁하고 대답하기.
","A: Can you do me a favor?
B: Okay. What is it?
","A: 부탁 하나만 들어줄 수 있어?
B: 좋아, 뭔데?
","A: Could you help me with something?
B: Sure, what is it?
A: Can I ask you a favor?
B: Of course, what do you need?
","favor와 can you를 사용해 부탁을 표현할 수 있어요.
부탁을 요청하고 응답하는 표현을 사용할 수 있어요.",A: ________ do me a favor? B: Okay. What is it?,A: 부탁 좀 들어줄 수 있어? B: 응. 뭐가 필요해?,Will you,Can you,Should you,Can you,2,"A: _______ ask you a favor? B: Of course, what do you need?","A: 부탁 하나 물어봐도 될까? B: 물론이지, 뭐가 필요해?",May I,Can I,Should I,Can I,2,"A: Can you do me a favor? B: Alright, what do you need? A: Could you help me carry these boxes? B: Of course, I'll help.","A: 부탁 하나 들어줄 수 있어? B: 좋아, 뭐가 필요해? A: 이 상자들 옮기는 거 도와줄래? B: 물론이지, 내가 도와줄게."
43,716,중1,동아(이),2022,5,Have a Special Day!,"be going to를 활용해 미래 계획이나 예정된 일을 말하기.
","A: What are you going to do this weekend?
B: I’m going to visit my grandparents.
","A: 너는 이번 주말에 무엇을 할 예정이야?
B: 나는 조부모님을 방문할 거야.
","A: What are you planning to () ()?
B: I’m planning to ().
A: Do you have any plans to () ()?
B: Yes, I’m going to ().
","미래 계획이나 예정된 일을 be going to를 활용해 말할 수 있어요.
You can talk about future plans or scheduled events using 'be going to'.",A: What are you ____ do this weekend?,A: 이번 주말에 뭐 할 거야?,going to,will,can,going to,1,A: What are you ______ do after class?,A: 수업 후에 뭐 할 계획이야?,willing to,planning to,about to,planning to,2,A: What are you going to do tomorrow? B: I’m going to join the art club. A: What are you planning to do this evening? B: I’m planning to watch a movie.,A: 내일 뭐 할 거야? B: 미술 동아리에 가입할 거야. A: 오늘 저녁에 뭐 할 계획이야? B: 영화 볼 계획이야.
44,716,중1,동아(이),2022,6,Taste the World,"would like to를 사용해 원하는 것이나 하고 싶은 일을 묻고 답하기.
","A: What would you like to eat?
B: I’d like to eat pizza.
","A: 너는 무엇을 먹고 싶어?
B: 나는 피자를 먹고 싶어.
","A: What do you want to ()?
B: I want to ().
A: Is there anything you’d like to ()?
B: Yes, I’d like to ().
","'would like to' 표현을 사용하여 원하는 것에 대해 묻고 답할 수 있어요.
상대방에게 먹거나 하고 싶은 일을 물어볼 수 있어요.",A: What ______ to eat?,A: 뭐 먹고 싶어?,do you want to,would you like to,can you,would you like to,2,A: What do you ______ eat?,A: 너는 무엇을 먹고 싶어?,plan to,want to,would like to,want to,2,A: What would you like to drink? B: I’d like to have lemonade. A: What do you want to do after school? B: I want to play soccer.,A: 뭐 마시고 싶어? B: 레모네이드를 마시고 싶어. A: 방과 후에 뭐 하고 싶어? B: 축구하고 싶어.
