,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,107,고2,11,labor,노동,2,명사,753,1197,[léibər],The dedicated workers demonstrated persistent labor every day to effectively maintain the smooth factory operation.,헌신적인 노동자들이 매일 꾸준한 노동을 통해 공장이 원활하게 운영되도록 효과적으로 유지했어요.,TRUE,,,
중고등1200,108,고2,11,laboratory,실험실,2,명사,2112,3480,[lǽbərətɔ̀:ri],"In the newly renovated laboratory, dedicated researchers carefully conducted innovative experiments to discover scientific breakthroughs.",새롭게 단장된 실험실에서 헌신적인 연구자들이 혁신적인 실험을 진행하여 과학적 돌파구를 발견했어요.,TRUE,,,
중고등1200,109,,,license,면허(증),2,명사,1176,1889,[láisəns],"After finishing extensive training, she obtained her driver's license and started enjoying long road trips.","오랜 훈련을 마치고, 그녀는 운전 면허증을 취득하여 긴 로드 트립을 즐기기 시작했어요.",TRUE,,,
중고등1200,110,고1,10,neighbor,이웃사람,2,명사,12993,4566,[néibər],My kind and helpful neighbor always shares warm smiles and comforting words during difficult times.,내 친절하고 도움을 주는 이웃은 어려운 시기에 따뜻한 미소와 위로의 말을 항상 나눠요.,TRUE,,,
중고등1200,111,#N/A,#N/A,photo,사진,2,명사,1712,2847,[fóutou],"Yesterday, I took a wonderful photo with my best friends during our unforgettable vacation trip.","어제, 저는 잊을 수 없는 휴가 여행 동안 제 최고의 친구들과 함께 멋진 사진을 찍었어요.",FALSE,,,
중고등1200,112,,,photograph,사진,2,명사,1712,2848,[fóutəgræf],I love to capture lifelong memories in every unique photograph I take during relaxing vacations.,저는 여유로운 휴가 동안 찍은 모든 독특한 사진에 평생 기억될 추억을 담는 것을 좋아해요.,TRUE,,,
중고등1200,113,고1,10,practice,실천하다,1,동사,2768,18677,[prǽktis],I practice diligently new approaches every day to advance my goals and consistently implement them.,나는 매일 신중하게 새로운 접근법을 실천하여 목표를 향상시키고 꾸준히 실행해요.,TRUE,,,
중고등1200,114,고1,10,practice,"사용하다,실행하다",1,동사,8440,30988,[prǽktis],"Every morning, I diligently practice my piano skills to prepare and perform confidently during concerts.","매일 아침, 저는 피아노 연주 기술을 꾸준히 연습하여 콘서트에서 자신 있게 공연할 수 있도록 준비해요.",TRUE,,,
중고등1200,115,고1,10,practice,영업,2,명사,5833,18678,[prǽktis],Our daily practice at the shop consistently involves excellent customer service and innovative sales techniques.,우리 상점에서의 영업 활동은 항상 훌륭한 고객 서비스를 제공하고 창의적인 판매 기법을 사용해요.,TRUE,,,
중고등1200,116,고1,10,practice,"습관,관행",2,명사,7886,18676,[prǽktis],His daily practice of writing letters has turned into a cherished habit in his life.,그의 매일 편지를 쓰는 습관은 그의 삶에 소중한 관행이 되었어요.,TRUE,,,
중고등1200,117,고1,10,practice,"실행,실천",2,명사,9575,30987,[prǽktis],The constant practice of executing new ideas carefully helps to considerably improve our daily performance.,새로운 아이디어를 신중하게 실천하는 지속적인 실행이 우리 일상의 성과를 크게 향상시키는 데 도움을 줘요.,TRUE,,,
중고등1200,118,고1,10,realize,"깨닫다,알아차리다",1,동사,649,1028,[rí:əlàiz],"After a long period of reflection, I realized the importance of staying true to myself.","오랜 고민 끝에, 나는 나 자신에게 충실해야 한다는 중요함을 깨달았어요.",TRUE,,,
중고등1200,119,고1,10,realize,"실현하다,깨닫다",1,동사,6120,25769,[rí:əlàiz],"After years of hard work, I finally realized my dream of becoming a successful writer.","수년간 열심히 노력한 끝에, 결국 성공적인 작가가 되는 내 꿈을 실현했어요.",TRUE,,,
중고등1200,120,고1,10,technique,기술,2,명사,7921,963,[tekní:k],The innovative technique greatly helped the dedicated scientists efficiently solve the most complicated experiment problems.,혁신적인 기술이 헌신적인 과학자들에게 가장 복잡한 실험 문제를 효율적으로 해결하는 데 크게 도움이 되었어요.,TRUE,,,
중고등1200,121,고1,10,theater,"연극,희곡",2,명사,7901,18086,[θí:ətər],The theater was packed with excited audiences eager to watch a brilliant contemporary play tonight.,극장은 오늘 밤 멋진 현대 희곡을 관람하기 위해 기대에 찬 관객들로 가득 찼어요.,TRUE,,,
중고등1200,122,고1,10,theater,극장,2,명사,13848,864,[θí:ətər],The new theater downtown hosted an exciting play featuring dramatic scenes and memorable characters today.,새로 생긴 도심의 극장에서 오늘 극적인 장면과 인상적인 등장인물이 등장하는 흥미로운 연극이 상연됐어요.,TRUE,,,
중고등1200,123,,,toward,무렵,6,전치사,5496,19777,[tɔ́:rd; təwɔ́:d],"During the stunning golden hour toward dusk, the warm colors slowly filled the dramatic landscape.","놀라운 황금빛 시간이 해질 무렵에, 따뜻한 색채들이 서서히 그 극적인 풍경을 채웠어요.",TRUE,,,
중고등1200,124,,,toward,"~쪽으로,~을 향하여",6,전치사,10731,5594,[tɔ́:rd; təwɔ́:d],The curious cat moved slowly toward the open door as soft light filled the room.,호기심 많은 고양이는 부드러운 빛이 방을 채우는 동안 열려 있는 문 쪽으로 천천히 다가갔어요.,TRUE,,,
중고등1200,125,#N/A,#N/A,towards,~쪽으로,6,전치사,8437,5595,[tɔ́:rdz],"The cat ran quickly towards the warm sunlight, chasing a fluttering butterfly in the garden.",정원에서 날개짓하는 나비를 쫓으며 고양이가 따뜻한 햇빛 쪽으로 빠르게 달렸어요.,FALSE,,,
중고등1200,126,고1,10,absolute,절대적인,3,형용사,875,5022,[ǽbsəlù:t],The company's absolute commitment to quality consistently led its employees to achieve incredible technical success.,회사의 절대적인 품질에 대한 헌신은 직원들이 놀라운 기술 성과를 이루도록 꾸준히 이끈 결과예요.,TRUE,,,
중고등1200,127,고1,10,absolute,"완전한,완벽한",3,형용사,2469,30581,[ǽbsəlùːt],Her absolute confidence in her abilities made her the best candidate for the critical role.,그녀의 완전한 자신감은 그녀를 중요한 역할에 가장 적합한 후보로 만들었어요.,TRUE,,,
중고등1200,128,고1,10,access,접속하다,1,동사,7317,17426,[ǽkses],"To access the secure website, I needed a verified account and strong password for protection.",안전한 웹사이트에 접속하기 위해 검증된 계정과 강력한 비밀번호가 필요했어요.,TRUE,,,
중고등1200,129,고1,10,access,접근,2,명사,3050,5048,[ǽkses],The university’s online portal offered convenient permanent access to confidential research data for all scholars.,대학교의 온라인 포털은 모든 학자들이 기밀 연구 데이터를 쉽게 접근할 수 있도록 제공했어요.,TRUE,,,
중고등1200,130,고1,10,admission,"입장,입학",2,명사,2840,4705,[ædmíʃən],"After several rigorous tests and interviews, the prestigious college truly granted admission to outstanding applicants.","여러 차례의 치열한 시험과 인터뷰 후, 그 명문 대학은 뛰어난 지원자들에게 진정으로 입학을 허용했어요.",TRUE,,,
중고등1200,131,고1,10,affection,애정,2,명사,8159,3660,[əfékʃən],Her profound affection for each dear friend and neighbor filled our community with unwavering warmth.,그녀의 깊은 애정은 모든 소중한 친구와 이웃에게 전달되어 우리 공동체를 따뜻하게 감쌌어요.,TRUE,,,
중고등1200,132,고1,10,alter,"변경하다,바꾸다",1,동사,1459,2138,[ɔ́:ltər],The designer chose to alter the old suit by integrating innovative ideas for a sleek appearance.,디자이너는 깔끔한 외모를 위해 혁신적인 아이디어를 도입하여 오래된 정장을 변경했어요.,TRUE,,,
중고등1200,133,고1,10,altogether,"완전히,아예",4,부사,3412,20710,[ɔ̀:ltəgéðər],"When she reviewed her performance, the critics altogether agreed that her talent was remarkably evident.","그녀의 공연을 평가했을 때, 평론가들은 완전히 그녀의 재능이 분명하다고 동의했어요.",TRUE,,,
중고등1200,134,고1,10,altogether,"전체적으로,다 합하여",4,부사,10896,5012,[ɔ̀:ltəgéðər],"Altogether, the team combined our invaluable resources and skills to complete the challenging project successfully.","전체적으로, 팀은 소중한 자원과 능력을 결합하여 어려운 프로젝트를 성공적으로 완수했어요.",TRUE,,,
중고등1200,135,고1,10,announce,방송하다,1,동사,5367,24058,[ənáuns],The university will officially announce the detailed schedule for the upcoming seminar on its website.,대학교는 공식 웹사이트를 통해 다가오는 세미나의 자세한 일정을 방송할 거예요.,TRUE,,,
중고등1200,136,고1,10,announce,"알리다,공고하다",1,동사,8241,3618,[ənáuns],The company will officially announce the new policy to all our dedicated employees at the meeting.,회사는 오늘 회의에서 모든 직원들에게 새 정책을 공식적으로 알릴 거예요.,TRUE,,,
중고등1200,137,고1,10,annual,매년의,3,형용사,1141,1833,[ǽnjuəl],The annual parade in our bustling city inspires citizens to celebrate its deep cultural heritage.,우리 분주한 도시에서 열리는 연례 퍼레이드는 시민들이 깊은 문화유산을 기념하도록 영감을 줘요.,TRUE,,,
중고등1200,138,고1,10,appeal,관심을 끌다,1,동사,3191,18147,[əpí:l],The new innovative billboard designed by our team aims to appeal to a diverse audience.,우리 팀이 디자인한 새로운 혁신적인 광고판은 다양한 사람들의 관심을 끌기 위해 제작되었어요.,TRUE,,,
중고등1200,139,고1,10,appeal,호소하다,1,동사,3878,6438,[əpí:l],The charity organization will appeal strongly to generous donors by highlighting their severe hardships clearly.,자선 단체는 그들의 극심한 어려움을 분명히 강조하여 후원자들에게 강하게 호소할 거예요.,TRUE,,,
중고등1200,140,고1,10,appeal,매력적이다,1,동사,8035,19112,[əpí:l],"The director’s performance did appeal strongly to all moviegoers, drawing admiration from a broad crowd.",그 감독님의 연기는 모든 영화 관객들에게 강하게 매력적으로 어필하여 넓은 찬사를 받았어요.,TRUE,,,
중고등1200,141,고1,10,appeal,매력,2,명사,8033,17672,[əpí:l],The museum exhibit's unique modern design held an undeniable appeal for many curious art enthusiasts.,박물관 전시회의 독특한 현대적 디자인은 많은 호기심 많은 예술 애호가들에게 큰 매력을 발휘했어요.,TRUE,,,
중고등1200,142,고1,10,appoint,"지명하다,임명하다",1,동사,7799,5444,[əpɔ́int],The manager will confidently appoint a dedicated team leader to successfully oversee the important project.,관리자가 중요한 프로젝트를 성공적으로 감독할 헌신적인 팀장을 자신 있게 임명하였어요.,TRUE,,,
중고등1200,143,고1,10,assess,평가하다,1,동사,3678,6092,[əsés],I must assess every candidate's skills thoroughly during the interview to select the best person.,나는 인터뷰에서 모든 지원자의 능력을 철저하게 평가하여 최고의 인재를 선택해야 해요.,TRUE,,,
중고등1200,144,고1,10,assess,(세금/회비를) 부과하다,1,동사,8321,22473,[əsés],The accountant had to assess each member's fee to ensure every tax was correctly applied.,회계사는 모든 세금이 정확하게 부과되었는지 확인하기 위해 각 회원의 회비를 부과해야 했어요.,TRUE,,,
중고등1200,145,고1,10,assist,돕다,1,동사,9414,1540,[əsíst],The caring nurse assisted the frail patient with everyday activities while ensuring her complete comfort.,친절한 간호사가 허약한 환자를 일상 활동 중에 도와주며 그녀의 완전한 편안함을 보장했어요.,TRUE,,,
중고등1200,146,고1,10,assistant,"보조,조수",2,명사,1630,5201,[əsístənt],The assistant helped the busy manager to schedule the day's important tasks efficiently and carefully.,이 보조는 바쁜 매니저를 도와 오늘의 중요한 업무를 효율적이고 신중하게 진행했어요.,TRUE,,,
중고등1200,147,고1,10,assistant,"(직함) 부(副)-,조(助)-",3,형용사,11968,26107,[əsístənt],"The efficient assistant manager skillfully coordinated tasks, leading the team to achieve remarkable weekly targets.",효율적인 부매니저가 과업을 능숙하게 조정하여 팀이 놀라운 주간 목표를 달성하도록 이끌었어요.,TRUE,,,
