학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초3,YBM(김),2015 개정 교육과정,10,Do You Have Any Crayons?,"• 물건을 가지고 있는지 묻고 답하기: Do you have any crayons? — Yes, I do. / No, I don’t.
• 물건을 건네면서 하는 표현 말하기: Here you are.",,"and, any, cap, crayon, here, new, scissors, shoe",물건을 주고받을 때 예절,"배려, 협력, 심미적 심성","[DESCRIPTION]

Do you have ()?를 활용해 물건을 가지고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Do you have a pencil?
B: Yes, I do. / No, I don't.

[SUB_EXPRESSION_1]

A: Have you got a ()?
B: Yes, I have. / No, I haven’t.

[SUB_EXPRESSION_2]

A: Are you carrying a ()?
B: Yes, I am. / No, I’m not.","[DESCRIPTION]

상대방에게 물건을 건네면서 Here you are 표현 활용하기.

[KEY_EXPRESSION]

Here you go.

[SUB_EXPRESSION_1]

Take this.

[SUB_EXPRESSION_2]

This is for you.",,,
초3,YBM(김),2015 개정 교육과정,11,How Old Are You?,"• 나이 묻고 답하기: How old are you? — I’m ten years old.
• 생일 축하하기: Happy birthday!",,"birthday, happy, home, much, old, pretty, very, year <seven, eight, nine, ten> (외래어) cake",여러 나라의 생일 풍습,"사회생활과 대인 관계, 공중도덕 및 배려, 가정생활과 의식주","[DESCRIPTION]

How old are you?의 문구를 통해 나이를 묻고 답하기.

[KEY_EXPRESSION]

A: How old are you?
B: I'm seven years old.

[SUB_EXPRESSION_1]

A: What is your age?
B: I am () years old.

[SUB_EXPRESSION_2]

A: How many years have you lived?
B: I am () years old.","[DESCRIPTION]

특정 상황에 맞는 인사를 통해 생일 축하하기.

[KEY_EXPRESSION]

Happy birthday, Alice!

[SUB_EXPRESSION_1]

Congratulations on your birthday!

[SUB_EXPRESSION_2]

Many happy returns of the day!",,,
초3,YBM(김),2015 개정 교육과정,12,"Don’t Run, Please","• 금지하고 이에 답하기: Don’t push, please. — Okay. / Sorry.
• 경고하기: Watch out!",,"eat, enter, music, out, push, touch, watch",여러 나라의 박물관 금지 표지판,"사회생활, 공중도덕, 예절, 개인 생활","[DESCRIPTION]

금지 표현을 활용해 상대방에게 요구 전달하기 및 이에 답하기.

[KEY_EXPRESSION]

A: Don't shout, please.
B: Okay.

[SUB_EXPRESSION_1]

A: Don't run, please.
B: Sorry.

[SUB_EXPRESSION_2]

A: Don't touch that, please.
B: Okay.","[DESCRIPTION]

위험 상황에서 경고하는 표현으로 활용하기.

[KEY_EXPRESSION]

Watch out! A car is coming.

[SUB_EXPRESSION_1]

Look out!

[SUB_EXPRESSION_2]

Be careful!",,,
초3,YBM(김),2015 개정 교육과정,13,How’s the Weather?,"• 날씨 묻고 답하기: How’s the weather? — It’s sunny.
• 헤어질 때 인사하기: See you.",,"cloudy, cold, rain, see, snow, sunny, weather, work",여러 나라의 1월 날씨,"학교생활과 교우 관계, 계절, 날씨 등 자연 현상","[DESCRIPTION]

날씨에 대해 묻고 답할 때 활용 가능한 표현 배우기.

[KEY_EXPRESSION]

A: How's the weather?
B: It's cloudy.

[SUB_EXPRESSION_1]

A: What's it like outside?
B: It's ()

[SUB_EXPRESSION_2]

A: How is it today?
B: It's ()","[DESCRIPTION]

헤어질 때 사용하는 인사표현을 활용해 작별 인사하기.

[KEY_EXPRESSION]

Bye now.

[SUB_EXPRESSION_1]

Good bye!

[SUB_EXPRESSION_2]

Take care!",,,
초3,YBM(최),2015 개정 교육과정,1,"Hi, I’m Sena","• 만나고 헤어질 때 인사하기: Hi. / Hello. / Bye.
• 이름 묻고 답하기: What’s your name? - I’m Sena. / My name is Sena.",,"hello, hi, bye, name, I, you, what, be, Ms., apple, banana, cup, dog",여러 나라의 인사법과 인사말,개인 생활과 교우 관계,"[DESCRIPTION]

만난 후 인사하거나 헤어질 때 사용하는 간단한 표현 익히기.

[KEY_EXPRESSION]

Hi there!

[SUB_EXPRESSION_1]

Hello!

[SUB_EXPRESSION_2]

Bye!","[DESCRIPTION]

이름을 묻고 답할 때 사용하는 표현 익히기.

[KEY_EXPRESSION]

What is your name? My name is Liam.

[SUB_EXPRESSION_1]

What is the name of ()? It is ().

[SUB_EXPRESSION_2]

Can you tell me your name? I am ().",,,
초3,YBM(최),2015 개정 교육과정,2,What’s This?,"• 무엇인지 묻고 답하기: What’s this / that? - It’s a pencil.
• 주의 끌기: Look!",,"bag, book, cat, chair, clock, pencil, look, this, that, it, egg, five, game, hat",다양한 재활용품,"교우 관계, 예술 및 환경 문제","[DESCRIPTION]

What’s ()? 표현을 활용해 사물이 무엇인지 묻고 답하기.

[KEY_EXPRESSION]

A: What's that?
B: It's a book.

[SUB_EXPRESSION_1]

A: What's this?
B: It's a ()

[SUB_EXPRESSION_2]

A: What is it?
B: It's a ()","[DESCRIPTION]

특정 상황에서 주의를 요청하거나 집중을 끌기 위해 특정 표현을 사용하기.

[KEY_EXPRESSION]

Look over here!

[SUB_EXPRESSION_1]

Check this out!

[SUB_EXPRESSION_2]

See here!",,,
초3,YBM(최),2015 개정 교육과정,3,"Open the Box, Please","• 요청하고 이에 답하기: Open the box, please. - Okay.
• 감탄하기: Great!",,"close, come, open, sit, stand, box, window, great, down, here, up, the, please, iguana, jam, kiwi, lemon",다양한 몸짓 언어,"학교생활, 교우 관계, 예절, 배려","[DESCRIPTION]

존대하는 요청을 하고 이에 답하기 .

[KEY_EXPRESSION]

A: Open the book, please.
B: Sure.

[SUB_EXPRESSION_1]

A: Close the box, please.
B: All right.

[SUB_EXPRESSION_2]

A: Bring the pen, please.
B: Certainly.","[DESCRIPTION]

감탄사를 사용하여 감정을 간단히 표현하기. 예를 들어, Great! 등 다양한 표현을 활용하여 기쁨이나 놀라움을 나타낼 수 있습니다.

[KEY_EXPRESSION]

Amazing!

[SUB_EXPRESSION_1]

Fantastic!

[SUB_EXPRESSION_2]

Incredible!",,,
초3,YBM(최),2015 개정 교육과정,4,Do You Like Apples?,"• 좋아하는 것 묻고 답하기: Do you like apples? - Yes, I do. / No, I don’t.
• 좋아하는 것 표현하기: I like oranges.
• 좋아하지 않는 것 표현하기: I don’t like tomatoes.",,"banana, hamburger, kebab, orange, tomato, do, like, no, not, too, yes, melon, name, octopus, pencil",세계 여러 나라의 음식,가정생활과 의식주,"[DESCRIPTION]

do you like ~? 문형을 활용해 상대방의 선호도를 물음과 응답하기.

[KEY_EXPRESSION]

A: Do you enjoy bananas?
B: Yes, I do.

[SUB_EXPRESSION_1]

A: Do you like ()?
B: Yes, I do.

[SUB_EXPRESSION_2]

A: Do you enjoy ()?
B: No, I don't.","[DESCRIPTION]

like를 활용해 좋아하는 것 표현하기.

[KEY_EXPRESSION]

I like ice cream.

[SUB_EXPRESSION_1]

I enjoy ().

[SUB_EXPRESSION_2]

I really like ().","[DESCRIPTION]

I don’t like ~를 활용해 좋아하지 않는 것 표현하기.

[KEY_EXPRESSION]

I don't like carrots.

[SUB_EXPRESSION_1]

I dislike ().

[SUB_EXPRESSION_2]

I’m not fond of ().",,
초3,YBM(최),2015 개정 교육과정,5,How Many Dogs?,"• 수 묻고 답하기: How many dogs? - Four dogs.
• 크기 나타내기: It’s big / small.",,"how, many, dog, cat, cow, elephant, kangaroo, monkey, panda, one, two, three, four, five, six, big, small",각 나라에서 사랑받는 동물,"개인 생활, 사회생활과 대인 관계","[DESCRIPTION]

질문을 통해 수량을 묻고 답하기.

[KEY_EXPRESSION]

A: How many books do you have?
B: I have three.

[SUB_EXPRESSION_1]

A: How many apples are there?
B: There are ().

[SUB_EXPRESSION_2]

A: How many chairs do you need?
B: I need ().","[DESCRIPTION]

크기를 나타내는 형용사를 활용해 대상의 크기 표현하기.

[KEY_EXPRESSION]

It’s huge.

[SUB_EXPRESSION_1]

It’s small.

[SUB_EXPRESSION_2]

It’s large.",,,
초3,YBM(최),2015 개정 교육과정,6,Do You Have a Ruler?,"• 물건을 가지고 있는지 묻고 답하기: Do you have a ruler? - Yes, I do. / No, I don’t.
• 물건을 가지고 있는지 표현하기: I (don’t) have scissors.
• 감사하기와 이에 답하기: Thank you. - You’re welcome.",,"have, eraser, glue stick, ruler, scissors, thank, welcome, violin, window, box, yellow, zoo",마음을 움직이는 ‘마법의 말’,학교생활과 교우 관계,"[DESCRIPTION]

do you have ()?를 활용해 물건을 가지고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Do you have a notebook?
B: Yes, I do.

[SUB_EXPRESSION_1]

A: Do you own a ()?
B: Yes, I do.

[SUB_EXPRESSION_2]

A: Have you got a ()?
B: No, I don't.","[DESCRIPTION]

do/does (not) have ()를 사용하여 소유 여부 표현하기.

[KEY_EXPRESSION]

I have a ruler.

[SUB_EXPRESSION_1]

I don't have a ()

[SUB_EXPRESSION_2]

Do you have a ()?","[DESCRIPTION]

'Thank you.'와 'You’re welcome.'간단한 표현을 활용해 감사하기와 감사의 답변 이해하기.

[KEY_EXPRESSION]

Thank you.

[SUB_EXPRESSION_1]

You're welcome.

[SUB_EXPRESSION_2]

No problem.",,
초3,YBM(최),2015 개정 교육과정,7,Can You Swim?,"• 능력 여부 묻고 답하기: Can you swim? - Yes, I can. / No, I can’t.
• 능력 표현하기: I can swim.
• 능력 부인하기: I can’t swim.
• 격려하기: You can do it.",,"can, dance, jump, sing, skate, ski, swim, now, sure",각 나라의 자연환경에 따라 발달된 운동,여가 선용과 학교생활,"[DESCRIPTION]

can/cannot 표현을 활용해 능력 여부 묻고 답하기.

[KEY_EXPRESSION]

A: Can you paint?
B: Yes, I can.

[SUB_EXPRESSION_1]

A: Are you able to ()?
B: Yes, I am.

[SUB_EXPRESSION_2]

A: Do you know how to ()?
B: No, I don’t.","[DESCRIPTION]

can을 활용해 자신의 능력 표현하기.

[KEY_EXPRESSION]

I can jump.

[SUB_EXPRESSION_1]

I can ()

[SUB_EXPRESSION_2]

I am able to ()","[DESCRIPTION]

can’t를 활용해 자신의 능력을 부인하기.

[KEY_EXPRESSION]

A: I can't play the guitar.

[SUB_EXPRESSION_1]

A: I am unable to ().

[SUB_EXPRESSION_2]

A: I do not have the ability to ().","[DESCRIPTION]

간단한 격려의 표현을 통해 자신감을 북돋아주는 문장 이해하기.

[KEY_EXPRESSION]

I believe in you.

[SUB_EXPRESSION_1]

Keep going!

[SUB_EXPRESSION_2]

You're doing great!",
초3,YBM(최),2015 개정 교육과정,8,"Don’t Run, Please","• 금지하기: Don’t run.
• 경고하기: Be careful.
• 사과하기와 사과 수용하기: I’m sorry. - That’s okay.",,"eat, push, run, talk, touch, careful, everyone, sorry",여러 가지 표지판,학교생활과 공중도덕,"[DESCRIPTION]

Don't ()를 활용해 금지 표현하기.

[KEY_EXPRESSION]

Don't climb.

[SUB_EXPRESSION_1]

Don't jump.

[SUB_EXPRESSION_2]

Don't shout.","[DESCRIPTION]

상대방에게 주의를 줄 때 활용되는 표현 익히기.

[KEY_EXPRESSION]

Be cautious when walking on the stairs.

[SUB_EXPRESSION_1]

Pay attention when near the edge.

[SUB_EXPRESSION_2]

Stay alert around dangerous areas.","[DESCRIPTION]

사과 표현과 이에 대한 긍정적인 반응하는 방식을 배우기.

[KEY_EXPRESSION]

A: I'm sorry.
B: It's all right.

[SUB_EXPRESSION_1]

A: Sorry about that.
B: That's fine.

[SUB_EXPRESSION_2]

A: I apologize.
B: No problem.",,
초3,YBM(최),2015 개정 교육과정,9,Who Is She?,"• 누구인지 묻고 답하기: Who is he / she? - He’s my dad. / She’s my mom.
• 외모 묘사하기: He’s / She’s tall.",,"brother, dad, mom, sister, cute, pretty, tall, he, she, who","여러 나라의 엄마, 아빠 호칭",개인 생활과 가족 관계,"[DESCRIPTION]

Who is ()?를 활용해 타인의 신원을 묻고 답하기.

[KEY_EXPRESSION]

A: Who is she?
B: She’s my teacher.

[SUB_EXPRESSION_1]

A: Who is that?
B: That’s my ().

[SUB_EXPRESSION_2]

A: Who are they?
B: They are my ().","[DESCRIPTION]

형용사를 사용하여 사람의 외모를 묘사하기.

[KEY_EXPRESSION]

He’s tall.

[SUB_EXPRESSION_1]

She’s short.

[SUB_EXPRESSION_2]

He’s slender.",,,
초3,YBM(최),2015 개정 교육과정,10,What Color Is It?,"• 색깔 묻고 답하기: What color is it? - It’s red.
• 주의를 끄는 말 하기: Look at this / that.",,"red, blue, green, black, yellow, orange, white, color, new, stop, top",신호등 색깔의 의미,"여가 선용과 학문적 소양 (예술), 공중도덕과 교통 안전","[DESCRIPTION]

'What color is ()?'의 구조로 색깔 묻고 답하기.

[KEY_EXPRESSION]

A: What color are these?
B: They are green.

[SUB_EXPRESSION_1]

A: What shade is it?
B: It is ().

[SUB_EXPRESSION_2]

A: Can you tell me the color?
B: It is ().","[DESCRIPTION]

Look at ()를 활용해 주의를 끄는 말 하기.

[KEY_EXPRESSION]

Look at this!

[SUB_EXPRESSION_1]

Watch this!

[SUB_EXPRESSION_2]

Check this out!",,,
초3,YBM(최),2015 개정 교육과정,11,How Old Are You?,"• 나이 묻고 답하기: How old are you? - I’m ten years old.
• 생일을 축하하는 말 하기: Happy birthday!",,"seven, eight, nine, ten, birthday, today, year, happy, old",우리나라와 영국의 나이 세는 법,개인 생활과 대인 관계,"[DESCRIPTION]

의문문 구조를 통해 나이를 묻고 답하는 표현을 배우기.

[KEY_EXPRESSION]

A: How old are you?
B: I'm seven years old.

[SUB_EXPRESSION_1]

A: How many years have you?
B: I am () years old.

[SUB_EXPRESSION_2]

A: What's your age?
B: I'm () years old.","[DESCRIPTION]

특별한 날을 축하하는 인사를 활용해 생일 축하하기.

[KEY_EXPRESSION]

Happy Birthday!

[SUB_EXPRESSION_1]

Many happy returns!

[SUB_EXPRESSION_2]

Have a wonderful birthday!",,,
초3,YBM(최),2015 개정 교육과정,12,How’s the Weather?,"• 날씨 묻고 답하기: How’s the weather? - It’s sunny.
• 제안하는 말 하기: Let’s go out.",,"weather, sunny, windy, raining, snowing, snowman, let, make, out, we",세계 여러 나라의 날씨,"계절, 날씨 등 자연 현상","[DESCRIPTION]

날씨 표현을 활용해 즐거운 대화하기.

[KEY_EXPRESSION]

A: How's the weather?
B: It's sunny.

[SUB_EXPRESSION_1]

A: How's the day?
B: It's ().

[SUB_EXPRESSION_2]

A: What's the weather like?
B: It's ().","[DESCRIPTION]

Let's를 활용해 함께 행동을 제안하기.

[KEY_EXPRESSION]

Shall we have fun?

[SUB_EXPRESSION_1]

Why don't we ()?

[SUB_EXPRESSION_2]

Would you like to ()?",,,
초4,YBM(김),2022 개정 교육과정,1,How Are You?,"• 안부 묻고 답하기: How are you? — I’m great [fine]. / Not bad. / Not so good.
• 다른 사람 소개하기: This is my friend, Andy.",,"about, aunt, bad, delicious, fine, friend, idea, sandwich, sky, so, teacher, uncle",여러 나라의 등교 시 교통수단,"개인생활, 사회생활, 민주시민","[DESCRIPTION]

상대방의 안부를 물어보고 응답하기.

[KEY_EXPRESSION]

A: How are you doing?
B: I'm doing fine.

[SUB_EXPRESSION_1]

A: How have you been?
B: I'm feeling ().

[SUB_EXPRESSION_2]

A: Is everything all right?
B: Not too bad.","[DESCRIPTION]

This is ()을 활용해 다른 사람을 소개하기.

[KEY_EXPRESSION]

This is Sarah.

[SUB_EXPRESSION_1]

This is my teacher, ().

[SUB_EXPRESSION_2]

This is our neighbor, ().",,,
초4,YBM(김),2022 개정 교육과정,2,Let’s Play Baseball,"• 제안하고 이에 답하기: Let’s play soccer. — Sounds good. / Sorry, I can’t.
• 거절의 이유 말하기: I’m busy.",,"badminton, baseball, basketball, busy, but, fix, 단원 번호, pass, piano, soccer, sorry, sound, tennis, with",여러 나라의 인기 스포츠,"개인생활, 가정생활, 디지털·인공지능","[DESCRIPTION]

Let's를 활용해 제안하고 이에 대해 답하기.

[KEY_EXPRESSION]

Let's go to the park.

[SUB_EXPRESSION_1]

Let's () together.

[SUB_EXPRESSION_2]

How about we ()?","[DESCRIPTION]

be busy를 활용해 거절의 이유 말하기.

[KEY_EXPRESSION]

I'm busy.

[SUB_EXPRESSION_1]

I'm occupied.

[SUB_EXPRESSION_2]

I can't right now.",,,
초4,YBM(김),2022 개정 교육과정,3,Where Is My Bag?,"• 물건의 위치 묻고 답하기: Where is my bag? — It’s in the box. / It’s on [under] the desk.
• 위로하는 말하기: Don’t worry.",,"bed, box, chair, clean, desk, find, hurry, on, paper, phone, some, start, table, under, where, worry",세계의 다양한 봉사 활동,"개인생활, 학교생활, 민주시민","[DESCRIPTION]

위치 묻기 표현을 활용하여 물건의 위치 묻고 답하기.

[KEY_EXPRESSION]

A: Where is my backpack?
B: It's on the table.

[SUB_EXPRESSION_1]

A: Where is my pencil case?
B: It's in the drawer.

[SUB_EXPRESSION_2]

A: Where are my shoes?
B: They're under the chair.","[DESCRIPTION]

위로하는 표현을 활용하여 상대방을 안심시키기.

[KEY_EXPRESSION]

Don’t worry.

[SUB_EXPRESSION_1]

It’s going to be okay.

[SUB_EXPRESSION_2]

Everything will be fine.",,,
초4,YBM(김),2022 개정 교육과정,4,Are You Happy?,"• 감정이나 상태 묻고 답하기: Are you happy? — Yes, I am. / No, I’m not.
• 경고하기: Watch out!",,"angry, beach, cup, garden, hungry, inside, plastic, sad, thirsty, tired, tree, try, very, watch",예술 작품에 드러난 감정,"개인생활, 사회생활, 생태전환","[DESCRIPTION]

감정을 묻고 답하기 위해 be 동사의 형태를 활용해 대화하기.

[KEY_EXPRESSION]

A: Are you delighted?
B: Yes, I am.

[SUB_EXPRESSION_1]

A: Are you feeling content?
B: Yes, I am.

[SUB_EXPRESSION_2]

A: Are you enjoying yourself?
B: Yes, I am.","[DESCRIPTION]

다양한 상황에서 적절한 경고 표현을 활용해 전하는 방법 익히기.

[KEY_EXPRESSION]

Be careful!

[SUB_EXPRESSION_1]

Look out!

[SUB_EXPRESSION_2]

Pay attention!",,,
