학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"감사 표현과 답변하는 방법을 익힐 수 있어요.
Learn how to express gratitude and respond appropriately.",A: ______.,A: 감사합니다.,Thank,Thank you,Thanks,Thank you,2,B: ______.,B: 문제 없어요.,Definitely not,No problem,"Uh, okay",No problem,2,"A: Thank you, I appreciate your support. B: You're welcome, happy to help.","A: 감사합니다, 응원해 주셔서 고마워요. B: 천만에요, 도와드릴 수 있어 기뻐요."
"동물을 묘사하는 표현을 사용할 수 있어요.
Can use expressions to describe animals.",A: It’s ___.,이것은 작아요.,large,tiny,small,small,3,A: It’s ___.,이것은 폭신해요.,rough,fluffy,stiff,fluffy,2,"A: This animal is tiny. B: Yes, and it is very fluffy. A: Look at how unique it is. B: I agree, its features are interesting.","A: 이 동물은 정말 작아요. B: 맞아요, 그리고 아주 폭신해요. A: 얼마나 독특한지 보세요. B: 동의해요, 특징이 참 인상적이에요."
"물건을 가지고 있거나 가지고 있지 않은 상태를 표현할 수 있어요.
You can express whether you have something or not using I have/I don't have.",A: I ___ a notebook.,A: 나는 노트북을 가지고 있어요.,has,own,have,have,3,A: I ___ a phone.,A: 나는 핸드폰을 가지고 있어요.,need,own,lend,own,2,A: I have a tablet. B: That's cool! A: I don't have a charger. B: You should buy one.,A: 나는 태블릿을 가지고 있어요. B: 멋지다! A: 하지만 충전기는 없어요. B: 하나 사는 게 어때요?
"영어로 할 수 있는 것과 할 수 없는 것을 'I can/I can’t' 표현을 사용하여 말할 수 있어요.
I can/I can’t를 사용하여 자신의 능력과 한계를 표현할 수 있어요.",A: I can ____.,A: 나는 춤출 수 있어.,sing,dance,jump,dance,2,A: I'm good at ____.,A: 나는 수영을 잘해.,drawing,swimming,reading,swimming,2,"A: I can’t climb. B: Oh, really? I can dance though. A: I'm good at running. B: That's impressive!",A: 나는 등반을 못해. B: 정말? 나는 춤출 수 있어. A: 나는 달리기를 잘해. B: 대단해!
"사람의 외모나 특징을 표현하는 방법을 배워요.
He’s/She’s ()를 사용하여 외모나 특징을 묘사할 수 있어요.",A: ___ strong.,A: 그는 강하다.,She's,He’s,It’s,He’s,2,A: ___ tall.,A: 그녀는 키가 크다.,He’s,She's,I'm,She's,2,A: He’s friendly. B: That’s amazing. A: She’s organized. B: Really impressive.,A: 그는 친절해. B: 정말 대단해. A: 그녀는 조직적이야. B: 정말 인상적이야.
"제안하는 표현을 사용할 수 있어요.
Let’s ()와 같은 제안 표현을 익힐 수 있어요.",A: Let’s ____ to the park.,공원에 가자.,run,go,stay,go,2,A: Why don't we ____?,우리 가는 건 어때?,stay,sleep,go,go,3,"A: Let's try the new cafe downtown. B: That sounds fun! How about visiting it tomorrow? A: Yes, let's meet there. B: Great plan, see you tomorrow.","A: 시내에 새로 생긴 카페에 가자. B: 정말 재미있을 것 같아! 내일 방문하는 건 어때? A: 응, 거기서 만나자. B: 좋은 계획이야, 내일 봐."
"자기소개하는 표현을 사용할 수 있어요.
자신의 이름과 별명을 소개할 수 있어요.",___ Minho.,나는 민호야.,I do,I’m,I goes,I’m,2,My name is Minho. I ___ Minho.,내 이름은 민호야. 나는 민호라고 불러.,called,go by,roll by,go by,2,"A: I'm Alex. B: Hi, Alex! A: My name is Alex. I go by Lex. B: Great to meet you, Lex.","A: 나는 알렉스야. B: 알렉스야, 안녕! A: 내 이름은 알렉스야. 나는 렉스라고 불러. B: 만나서 반가워, 렉스."
"명령문에 적절하게 답할 수 있어요.
일상 대화에서 동의하는 표현을 사용할 수 있어요.",___.,알겠습니다.,Sorry,Okay,Oops,Okay,2,___.,그래.,Oops,Maybe,Sure,Sure,3,A: Okay. I'll begin the project now. B: Sure. I'll support you along the way.,A: 알겠습니다. 지금 프로젝트를 시작할게요. B: 그래요. 도와드릴게요.
"물건을 묘사하는 방법을 배울 수 있어요.
Learn how to describe objects using 'I have' expressions.",I have a ______.,나는 샤프너를 가지고 있어요.,scissors,sharpener,stapler,sharpener,2,I own a ______.,나는 샤프너를 소유하고 있어요.,pen,sharpener,pencil,sharpener,2,"A: I have a sharpener in my drawer. B: Cool! I own a pencil case, and I carry a ruler every day.","A: 나는 서랍에 샤프너를 가지고 있어. B: 멋지다! 나는 필통을 소유하고, 매일 자를 가지고 다녀."
"사물을 확인하는 방법을 배울 수 있어요.
You can ask questions to check objects using the 'Is it ()?' pattern.","A: Is it a ___? B: No, it isn’t.",A: 그게 ___인가요? B: 아니에요.,cat,dog,bird,dog,2,"A: Is this a ___? B: Yes, it is.",A: 이것은 ___인가요? B: 맞아요.,cup,pen,book,pen,2,"A: Is it a cat? B: Yes, it is. A: Could that be a horse? B: No, I don’t think so.","A: 그게 고양이예요? B: 네, 맞아요. A: 저것이 말일까요? B: 아니요, 아닌 것 같아요."
"사람의 외모와 성격을 묘사할 수 있어요.
Learn how to describe a person’s appearance and traits.",She's ___.,그녀는 친절해.,smart,kind,funny,kind,2,He’s very ___.,그는 매우 키가 크다.,old,tall,short,tall,2,A: She's kind and caring. B: I've noticed he’s very tall too. A: And she looks cheerful.,A: 그녀는 친절하고 배려심 있어. B: 나도 그가 매우 키가 크다는 걸 알아챘어. A: 그리고 그녀는 명랑해 보여.
"제안하고 반응하는 방법을 배울 수 있어요.
Learn how to propose and respond using 'Let's' expressions.",A: Let's ____.,"A: 하이킹 가자. B: 재밌겠다. / 미안, 괜찮아.",go sleeping,go hiking,go swimming,go hiking,2,A: Let's try ____.,A: 한 번 요리해보자. B: 좋아! / 다음 기회에.,running,cooking,reading,cooking,2,A: Let's go jogging. B: That's appealing. A: Why don't we try cooking? B: That seems like a fun idea.,A: 조깅하러 가자. B: 좋은 생각이야. A: 한 번 요리해보는 건 어때? B: 재밌을 것 같아.
"이름을 묻고 답하는 표현을 사용할 수 있어요.
Can use expressions to ask and answer names in English.",A: ___ your name? B: My name is Lily.,A: 너의 이름이 뭐니? B: 내 이름은 Lily야.,Where's,What's,Who is,What's,2,B: My name is ___.,B: 내 이름은 Lily야.,Jenny,Lily,Lucy,Lily,2,A: May I ask your name? B: My name is Rose. A: How should I address you? B: You can call me Rose.,A: 네 이름을 물어봐도 될까요? B: 내 이름은 Rose야. A: 어떻게 불러야 할까요? B: Rose라고 불러줘.
"일상 대화에서 감사를 표현할 수 있어요.
Thank you for helping me과 같은 표현을 사용하여 감사의 마음을 전달할 수 있어요.",_____ for helping me.,도와줘서 고마워.,Goodbye,Thank you,Sorry,Thank you,2,I _____ your support.,당신의 지지에 감사합니다.,dislike,appreciate,ignore,appreciate,2,A: I truly value your help today. B: I’m glad I could assist. A: Your kindness really makes a difference. B: I appreciate your sincere words.,A: 오늘 네 도움이 정말 큰 힘이 됐어. B: 도울 수 있어서 기뻐. A: 네 친절이 정말 큰 변화를 만들었어. B: 네 진심 어린 말에 감사해.
"헤어질 때 사용하는 간단한 인사 표현을 배울 수 있어요.
You can use simple farewell greetings when parting ways.",___!,안녕히 가세요!,See ya!,Goodbye!,Hello!,Goodbye!,2,___! Take care!,잘 가! 몸조심해.,Later!,Catch you!,See you!,See you!,3,A: Bye bye! I really enjoyed our talk. B: Until next time! Stay well.,A: 바이 바이! 대화가 정말 즐거웠어. B: 다음에 또 봐! 건강 잘 챙겨.
"영어로 좋아하지 않는 것을 표현할 수 있어요.
I don't like ~를 사용하여 부정적인 취향을 나타낼 수 있어요.",I ___ like carrots.,나는 당근을 좋아하지 않아.,can’t,don't,do,don't,2,I ______ oranges.,난 오렌지를 싫어해.,like,dislike,adore,dislike,2,"A: I don't like broccoli. B: Really? I'm not fond of spinach. A: Yes, I prefer fruits.","A: 나는 브로콜리를 좋아하지 않아. B: 정말? 나는 시금치를 별로 좋아하지 않아. A: 맞아, 나는 과일을 더 선호해."
"간단한 감사를 표현할 수 있어요.
감사에 대한 답변을 이해하고 사용할 수 있어요.",_____ for the meal.,식사에 대해 감사합니다.,You're welcome.,Thank you.,No problem.,Thank you.,2,_____ No problem.,감사의 답변으로 'You're welcome. No problem.'를 사용할 수 있어요.,Thank you.,You're welcome.,Sorry.,You're welcome.,2,A: Thank you for the book. B: You're welcome. No problem. A: I really appreciate your kindness.,A: 책을 빌려줘서 고마워. B: 천만에요. 문제 없어요. A: 너의 친절에 정말 감사해.
"자신의 능력을 부인하는 표현을 사용할 수 있어요.
can’t를 활용해 자신의 능력을 부인하기.",A: I ___ play the guitar.,나는 기타를 칠 수 없어.,can,can't,don't,can't,2,A: I am ___ to play the guitar.,나는 기타를 칠 능력이 없어.,unable,able,capable,unable,1,A: I can't swim. B: Really? I didn't know that. A: I am unable to swim fast. B: Maybe you should try some swimming lessons.,A: 나는 수영을 못해. B: 정말? 몰랐어. A: 나는 빨리 수영할 수 없어. B: 수영 강습을 받아보는 건 어때?
"사과하는 표현을 사용할 수 있어요.
긍정적으로 반응하는 표현을 사용할 수 있어요.",A: _____.,A: 미안해.,Excuse me,I'm sorry,Thank you,I'm sorry,2,B: _____.,B: 괜찮아.,Excuse me,That's fine,I'm sorry,That's fine,2,"A: I'm sorry for the delay. B: It's all right, I understand. A: Sorry about the mix-up. B: No problem, all is well.","A: 지연되어서 미안해. B: 괜찮아, 이해해. A: 혼동해서 미안해. B: 문제 없어, 다 괜찮아."
"감사의 표현을 활용할 수 있어요.
이 표현을 사용하여 감사를 전하고 답할 수 있어요.",A: ___ a lot!,정말 고마워!,Thanked,Thanks,Thank,Thanks,2,A: ___ you very much!,정말 고맙습니다!,Thanks,Thanking,Thank,Thank,3,A: Thanks a lot! B: You're welcome! A: Your support means a lot to me!,A: 정말 고마워! B: 천만에요! A: 네 지원이 나에게 큰 힘이 되었어!
"상대방의 소개에 대해 적절하게 응답하는 방법을 배울 수 있어요.
Learn how to properly respond to someone's introduction.","A: ___ to meet you! B: Nice to meet you, too.",A: 만나서 반가워! B: 나도 만나서 반가워.,Good,Nice,Great,Nice,2,"A: It's a ___ to meet you! B: Likewise, nice to meet you.","A: 만나서 기쁩니다! B: 마찬가지로, 만나서 반갑습니다.",joy,pleasure,happiness,pleasure,2,"A: Nice to meet you! How are you today? B: Nice to meet you, too. A: I'm delighted to have the chance to speak with you. B: Yes, it's been a wonderful encounter.","A: 만나서 반가워요! 오늘 어때요? B: 만나서 반가워요. A: 이렇게 대화할 수 있어서 정말 기뻐요. B: 네, 정말 멋진 만남이었어요."
"상태 형용사를 활용하여 감정을 표현할 수 있어요.
감정을 표현하기 위해 상태 형용사를 사용할 수 있어요.",___ tired.,난 피곤해.,You're,I'm,They are,I'm,2,I'm ___.,난 행복해.,excited,happy,angry,happy,2,A: I'm tired after studying late. B: You should take a break. A: I'm happy because my exam went well. B: That's wonderful news.,A: 늦게까지 공부해서 피곤해. B: 잠깐 쉬는 게 어때? A: 시험이 잘 돼서 행복해. B: 정말 좋은 소식이야.
"상대방의 안부를 묻고 답할 수 있어요.
You can ask and answer about someone's well-being.",A: ____ are you? B: I'm good.,A: 어떻게 지내? B: 나는 좋아.,What,How,When,How,2,A: How do you feel? B: I feel ______.,A: 기분이 어때? B: 나는 기분이 훌륭해.,so-so,bad,wonderful,wonderful,3,A: How are you doing? B: I'm good. A: How do you feel today? B: I feel fantastic.,A: 어떻게 지내고 있어? B: 난 좋아. A: 오늘 기분이 어때? B: 나는 기분이 환상적이야.
"격려하는 표현을 사용하여 상대방에게 힘을 줄 수 있어요.
Learn how to encourage someone through supportive expressions.",You’ve ___ this!,너라면 할 수 있어!,will,got,have,got,2,Keep ___! Don’t give up!,계속해! 포기하지 마!,stopping,going,moving,going,2,"A: You’re amazing! I believe in you! B: Thank you, I will try my best. A: Keep pushing forward and don't lose hope. B: I appreciate your encouragement.","A: 너는 대단해! 나는 네가 할 수 있다고 믿어! B: 고마워, 최선을 다할게. A: 계속 앞으로 나아가고 희망을 잃지 마. B: 너의 격려에 감사해."
"물건을 건네줄 때 적절한 영어 표현을 사용할 수 있어요.
Use appropriate expressions when handing over items.",___ you go.,여기 있어요.,There,Here,Look,Here,2,Here's your ___. Take this.,여기 당신의 커피예요. 받아주세요.,tea,juice,coffee,coffee,3,A: Here you go. B: Thanks! A: Here's your sandwich. Enjoy! B: That looks delicious.,A: 여기 있어요. B: 고마워요! A: 여기 당신의 샌드위치예요. 맛있게 드세요! B: 정말 맛있어 보여요.
"상대방에게 사과하는 표현을 사용할 수 있어요.
사과에 대한 답변 표현을 사용할 수 있어요.",A: ___ really sorry. B: That’s okay.,A: 정말 미안해요. B: 괜찮아요.,We’re,I'm,He's,I'm,2,A: My ___ . B: Don’t worry about it.,A: 제 사과입니다. B: 신경 쓰지 마세요.,regrets,apologies,sorry,apologies,2,"A: I’m really sorry about the mess. B: That’s okay, it happens. A: My apologies for the delay. B: Don’t worry about it, take your time.","A: 엉망인 것에 대해 정말 미안해요. B: 괜찮아요, 다 있는 일이에요. A: 지연에 대해 제 사과를 받아주세요. B: 신경 쓰지 마세요, 천천히 하세요."
"자기소개하는 방법을 익힐 수 있어요.
Learn how to introduce oneself.",A: _____ Bella.,A: 나는 Bella야.,I do,I'm,I been,I'm,2,A: _____ (your name). A: I’m (your name). Nice to meet you!,A: 내 이름은 예시예요. A: 나는 예시예요. 만나서 반가워.,I have,My name is,I am,My name is,2,A: I’m Lucy. B: Hello Lucy! A: My name is Lucy. B: It's a pleasure meeting you.,"A: 나는 루시야. B: 안녕, 루시야! A: 내 이름은 루시야. B: 만나서 반가워."
"감사 표현을 배우고 사용할 수 있어요.
감사에 대한 적절한 답변을 할 수 있어요.",A: _____ a lot. B: No problem.,A: 정말 고마워요. B: 별말씀을요.,Thankful,Thanks,Thank,Thanks,2,A: I _____ it. B: Anytime.,A: 나는 그것에 감사해. B: 언제든지.,accept,appreciate,ignore,appreciate,2,"A: Many thanks for your assistance. B: You’re welcome! A: I truly appreciate your support. B: Anytime, happy to help.","A: 도움을 줘서 정말 고마워요. B: 천만에요! A: 당신의 지원에 진심으로 감사해요. B: 언제든지, 기꺼이 도와드릴게요."
"잘못된 정보를 수정하는 방법을 배울 수 있어요.
No, it isn’t. 와 That’s not right. 같은 표현을 사용할 수 있어요.","___, it isn’t.","아니, 그렇지 않아.",Yes,No,Maybe,No,2,That’s not _____.,그것은 옳지 않아.,left,right,good,right,2,"A: No, it isn’t. I think there was a mistake. B: Oh, really? That’s not right. Let’s review the details again.","A: 아니, 그렇지 않아. 실수가 있었던 것 같아. B: 오, 정말? 그건 옳지 않아. 다시 한 번 자세히 살펴보자."
"헤어질 때 'Goodbye'를 사용하여 인사하는 표현을 익힐 수 있어요.
헤어질 때 인사할 때 적절한 표현을 사용할 수 있어요.",___ you later.,나중에 봐.,Look,See,Watch,See,2,___ for now. Take care.,당분간 안녕. 잘 지내.,Hello,Goodbye,Farewell,Goodbye,2,"A: See you later, buddy. B: Goodbye for now, stay safe!","A: 나중에 봐, 친구. B: 당분간 안녕, 안전하게 지내!"
"헤어질 때 적절한 인사 표현을 활용할 수 있어요.
작별 인사 시 올바른 인사 표현을 사용할 수 있어요.",______.,안녕.,Hello,Goodbye,Welcome,Goodbye,2,_____ you later.,나중에 봐.,Hear,See,Meet,See,2,A: Goodbye! B: Take care! A: See you later!,A: 안녕! B: 잘 지내! A: 나중에 보자!
"자신감을 북돋아주는 간단한 격려 표현을 이해하고 사용할 수 있어요.
Understand and use a simple encouraging phrase to boost confidence.",I ______ in you.,나는 너를 믿어.,hope,believe,think,believe,2,Keep ______! You're doing great!,계속해! 너는 잘하고 있어!,waiting,running,going,going,3,A: I believe in you. B: Your words really boost my confidence. A: Keep pushing! You're doing awesome! B: I appreciate your support and will keep trying.,A: 나는 너를 믿어. B: 네 말이 나에게 큰 자신감을 줘. A: 계속 밀어봐! 너는 정말 잘하고 있어! B: 네 응원에 감사하며 계속 노력할게.
"사과하고 이에 응답하는 방법을 배울 수 있어요.
Learn to apologize and respond appropriately with 'I'm sorry.'",A: I’m really ____.,A: 정말 미안해.,regret,sorry,grateful,sorry,2,A: My ____.,A: 내 사과합니다.,thanks,apologies,regrets,apologies,2,A: I'm so sorry. B: It's alright. A: Please accept my apologies. B: No problem.,A: 정말 미안해. B: 괜찮아. A: 내 사과를 받아줘. B: 문제없어.
