제목,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
영어,천재(이),2015,6,"Enjoy Art, Connect Hearts",도치 구문,"Not only did she admire the sculpture, but she also embraced its story.","그녀는 조각을 감탄할 뿐만 아니라, 그 이야기를 받아들였어요.",Never have we experienced art so moving. Rarely did he discover the secret behind the painting.,우리는 이렇게 감동적인 예술을 경험한 적이 없어요. 그는 그 그림 뒤에 숨은 비밀을 거의 발견하지 못했어요.
영어,천재(이),2015,7,Science in Our Daily Lives,with 부대 상황,I observed the stars with a high-powered telescope.,나는 고성능 망원경으로 별을 관찰했어요.,She measured the water quality with a simple test kit. He captured images with his smartphone to study plants.,그녀는 간단한 테스트 키트로 물의 질을 측정했어요. 그는 식물을 연구하기 위해 스마트폰으로 사진을 찍었어요.
영어,천재(이),2015,8,Korean Culture: The Mirror of Our Hearts,It is/was ... that 강조구문,"Even though the night was cloudy, it was the stars that shone brightly.","비록 밤이 흐렸어도, 별들이 밝게 빛났어요.","Even though the meal was simple, it was the dessert that impressed everyone. Even though the weather was cold, it was the warm tea that comforted me.","비록 식사가 간단했어도, 후식이 모두를 감동시켰어요. 비록 날씨가 추웠어도, 따뜻한 차가 나를 위로했어요."
영어,천재(김),2015,1,"New Start, New Goals",｢should have+과거분사｣,She should have listened to advice before making a decision.,그녀는 결정을 내리기 전에 조언을 들었어야 해요.,We should have prepared earlier for the event. They should have checked the schedule before traveling.,우리는 행사를 위해 미리 준비했어야 해요. 그들은 여행하기 전에 일정을 확인했어야 해요.
영어,천재(김),2015,2,How “Green” Are You?,과거분사의 명사 수식,I admired the carved statue in the museum.,나는 박물관에서 조각된 동상을 감탄했어요.,He saw a broken clock in the market. She found a lost book in the library.,그는 시장에서 고장난 시계를 봤어요. 그녀는 도서관에서 잃어버린 책을 찾았어요.
영어,천재(김),2015,3,Together We Grow,뒤에 -ing가 오는 표현,It was no use arguing about the mistake.,실수를 놓고 논쟁하는 것은 소용없었어요.,It was no use waiting for the rain to stop. There was no use worrying about the exam.,비가 그칠 때까지 기다리는 것은 소용없었어요. 시험에 대해 걱정하는 것은 소용없었어요.
영어,천재(김),2015,4,Speak to Be Heard,계속적 용법의 관계대명사,"She, who practices daily, builds lasting friendships.",그녀는 매일 연습하는 덕분에 오래가는 우정을 쌓아요.,"He, who studies hard, achieves his goals. They, who work together, create inspiring projects.",그는 열심히 공부하는 덕분에 목표를 이루어요. 그들은 함께 일하는 덕분에 감동적인 프로젝트를 만들어내요.
영어,천재(김),2015,5,For a Better World,with+목적어+분사,He finished the exam with his hands trembling.,그는 손이 떨리며 시험을 마쳤어요.,She walked into class with her eyes shining. They left the game with their spirits lifted.,그녀는 눈이 반짝이며 교실에 들어갔어요. 그들은 기분이 좋아지며 경기를 떠났어요.
영어,천재(김),2015,6,Pack Up and Go,｢as if+주어+과거동사｣,He acted as if he were a superstar.,그는 자신이 슈퍼스타인 것처럼 행동했어요.,She smiled as if she had a secret. They ran as if they were in a race.,그녀는 비밀이 있는 것처럼 미소 지었어요. 그들은 경주하는 것처럼 달렸어요.
영어,천재(김),2015,7,Beyond Earth,What ... is ~.,What I need to explore is the unknown planet.,내가 탐험해야 하는 것은 미지의 행성이에요.,What she wants is to discover new worlds. What we plan is to travel among the stars.,그녀가 원하는 것은 새로운 세계를 발견하는 것이에요. 우리가 계획하는 것은 별들 사이를 여행하는 것이에요.
영어,천재(김),2015,8,Korean Culture Rediscovered,without을 이용한 가정법 과거완료,"Without traditional rituals, the ceremony would not have been complete.","전통 의식 없었다면, 의식이 완벽하게 이루어지지 않았을 거예요.","Without ancient music, the festival might not have been as lively. Without customary art, the community would not have preserved its legacy.","고대 음악 없었다면, 축제가 그렇게 활기차지 않았을 거예요. 전통 예술 없었다면, 공동체가 그 유산을 지키지 못했을 거예요."
영어Ⅰ,천재(이),2015,1,"My Journey, My Life",분사구문,"Traveling through new cities, I discovered many hidden cafes.","새로운 도시들을 여행하면서, 나는 많은 숨겨진 카페들을 발견했어요.","Walking along the seaside, I enjoyed the cool breeze. Studying local art, I gained fresh inspiration.","해변을 따라 걸으면서, 나는 시원한 바람을 즐겼어요. 현지 예술을 공부하면서, 나는 새로운 영감을 얻었어요."
영어Ⅰ,천재(이),2015,2,Art Around Us,「It is/was … that」 강조,It was on a quiet afternoon that I discovered art in unexpected places.,조용한 오후에 예상치 못한 곳에서 예술을 발견했어요.,It was during the spring festival that I visited a local art gallery. It was at a small town show that I admired creative workshops.,봄 축제 때에 지역 미술관을 방문했어요. 작은 마을 전시회에서 창의적인 워크숍을 감상했어요.
영어Ⅰ,천재(이),2015,3,Toward a Better Environment,「with+명사+분사」,"With the sun shining brightly, the park looked lively.",태양이 밝게 빛나면서 공원이 활기차 보였어요.,"With flowers blooming, the garden appears colorful. With storm clouds gathering, the streets become quiet.",꽃들이 피어나면서 정원이 화려하게 보여요. 폭풍 구름이 모이면서 거리가 조용해졌어요.
영어Ⅰ,천재(이),2015,4,Living Together,"• 「so that ~ can/could ...」
The organization distributes the food to shelters so that they can feed the hungry.",I wake up early so that I can finish my homework.,나는 숙제를 끝낼 수 있게 일찍 일어나요.,We exercise daily so that we can stay healthy. They organize our schedule so that everyone can participate.,우리는 건강을 유지할 수 있게 매일 운동해요. 우리는 모두가 참여할 수 있게 일정을 조직해요.
영어Ⅰ,천재(이),2015,5,Culture as a Mirror of Our Lives,관계대명사 계속적 용법,"He felt inspired by a painting, which depicted an old legend.",그는 오래된 전설을 묘사한 그림에 영감을 받았어요.,"They toured a historic town, which preserved its ancient traditions. She admired a sculpture, which reflected the beauty of heritage.",그들은 고대 전통을 보존한 역사적인 마을을 둘러봤어요. 그녀는 유산의 아름다움을 반영한 조각상을 감탄했어요.
영어Ⅰ,천재(이),2015,6,"Technology, What Defines Us as Humans",도치,"As I explore new ideas, so does my curiosity grow.","새로운 아이디어를 탐구함에 따라, 내 호기심도 커져요.","As the world changes, so does our perspective. As we embrace challenges, so does our creativity flourish.","세상이 변함에 따라, 우리의 시각도 변해요. 우리가 도전을 받아들이면서, 우리의 창의력도 꽃피워요."
영어 II,천재(이),2015,1,My School Days,의문사+to부정사,I decided whom to call for extra help.,나는 추가 도움을 받기 위해 누구에게 전화할지 결정했어요.,She learned how to organize her study plan. They discovered where to find extra materials.,그녀는 공부 계획을 어떻게 짤지 배웠어요. 그들은 추가 자료를 어디서 찾을지 알게 되었어요.
영어 II,천재(이),2015,2,Discover Cultures Around the World,관계부사,I visited a historic city because it has a unique charm.,나는 독특한 매력이 있어서 역사적인 도시를 방문했어요.,We toured an ancient site where legends whisper through the walls. They enjoyed a festival where local traditions come alive.,우리는 전설이 벽을 타고 속삭이는 고대 유적지를 둘러봤어요. 그들은 지역 전통이 살아나는 축제를 즐겼어요.
영어 II,천재(이),2015,3,Future of Money,동명사의 관용적 표현,He had trouble solving the complex puzzle.,그는 복잡한 퍼즐을 푸는 데 어려움을 겪었어요.,They had difficulty finding affordable digital wallets. I had trouble remembering the new financial tips.,그들은 저렴한 디지털 지갑을 찾는 데 어려움을 겪었어요. 나는 새로운 금융 팁을 기억하는 데 어려움이 있었어요.
영어 II,천재(이),2015,4,Bring Literature into Your Life,접속사 if,He asked if he could write his own poetry.,그는 자신의 시를 쓸 수 있을지 물어봤어요.,"If you read attentively, you can discover new ideas. If he practices writing every day, his style improves.",주의 깊게 읽으면 새로운 아이디어를 발견할 수 있어요. 그가 매일 글쓰기를 연습하면 스타일이 향상돼요.
영어 II,천재(이),2015,5,ICT in Our Lives,접속사 while,"We access the internet for news, while our devices streamline our work.","우리는 뉴스를 위해 인터넷을 사용해요, 반면에 기기들이 우리 일을 효율적으로 해줘요.","Students explore online courses, while parents join virtual meetings. Engineers develop innovative software, while users experience seamless connectivity.","학생들은 온라인 강의를 탐구해요, 반면에 부모님은 온라인 회의에 참여해요. 엔지니어들은 혁신적인 소프트웨어를 개발해요, 반면에 사용자들은 원활한 연결을 경험해요."
영어 II,천재(이),2015,6,Reach Beyond Ourselves,병렬 구조,We turned challenges into opportunities.,우리는 어려움을 기회로 바꿨어요.,They pursued dreams and conquered fears. We learned lessons and grew stronger.,그들은 꿈을 좇으며 두려움을 이겼어요. 우리는 교훈을 배우며 더 강해졌어요.
