example_english,example_korean
The manager will inform every team member about the upcoming meeting and necessary schedule changes.,관리자는 오는 회의와 필요한 일정 변경사항을 모든 팀 멤버에게 알릴 거예요.
"In this particular instance, the unexpected decision led to unforeseen complications during the final meeting.","이 특별한 사례에서, 예기치 않은 결정이 마지막 회의 동안 예상치 못한 합병증을 일으켰어요."
The reputable insurer must accurately insure all valuable properties before signing the agreement with clients.,평판 좋은 보험사는 고객과 계약서를 체결하기 전에 모든 소중한 재산을 정확하게 보장해요.
"After purchasing a new vehicle, I decided to insure it with a reliable insurance provider.","새 차를 구매한 후, 믿음직한 보험회사와 함께 보험을 계약했어요."
I wore my favorite pair of jeans while strolling through the busy city center today.,"오늘 바쁜 도심을 거닐 때, 나는 가장 좋아하는 청바지를 입었어요."
Her impressive extensive knowledge of ancient history enabled her to quickly solve the intricate puzzle.,그녀의 고대 역사에 관한 방대한 지식은 복잡한 퍼즐을 빠르게 푸는 데 큰 도움이 되었어요.
"After many difficult trials, our soccer team finally joined a prestigious league with competitive matches.","많은 어려운 시련을 겪은 후, 우리 축구팀은 결국 명망 높은 리그에 가입하여 치열한 경기를 펼쳤어요."
Yesterday I squeezed a bright yellow lemon into my refreshing iced beverage for extra flavor.,어제 나는 밝은 노란 레몬을 내 상쾌한 아이스 음료에 짜 넣어 맛을 더했어요.
I secured a low-interest bank loan today to help finance my ambitious new start-up venture.,저는 오늘 저금리 은행 대출을 받아 제 야심찬 새로운 스타트업 사업에 자금을 지원했어요.
She always performed at her maximum energy level during the highly rigorous dance rehearsal practice.,그녀는 매우 엄격한 무용 리허설 연습 동안 항상 최대한의 에너지로 공연을 했어요.
"I bought a ripe, juicy melon from the street vendor during a hot summer day.",나는 더운 여름 날에 거리 상인에게서 신선한 멜론을 구입했어요.
"At the bustling kitchen, my reliable microwave quickly heated my frozen leftovers while preparing a swift dinner.",분주한 부엌에서 믿을 만한 전자레인지가 냉동 잔반을 신속하게 데워서 빠른 저녁 준비에 도움을 주었어요.
I always use the microwave carefully to quickly reheat my leftover lunch during hectic workdays.,바쁜 근무 시간에도 남은 점심을 재빨리 데우기 위해 전자레인지를 조심스럽게 사용해요.
The old machine would mill the grains into flour before every baking session in town.,이 오래된 기계는 매 빵 굽기 전에 곡식을 제분해서 가루로 만들었어요.
The old mill beside the calm river was renovated into a modern manufacturing mill recently.,강가 옆에 자리한 오래된 물방앗간은 최근에 개조되어 현대적인 제조공장으로 바뀌었어요.
"The minor was unable to attend the meeting, so his parents joined on his behalf.",이 미성년자는 회의에 참석할 수 없어서 부모님이 대신 참석하셨어요.
"The minor key of the challenging composition created a striking, somber mood during the performance.",그 도전적인 작품의 단조가 공연 중에 인상적이고 침울한 분위기를 만들어냈어요.
I successfully completed a minor in literature along with my demanding major in engineering studies.,저는 공학 전공과 함께 문학 부전공을 성공적으로 완료했어요.
The minor details in the report were easily overlooked despite the high expectations for accuracy.,이 보고서의 사소한 세부사항들은 높은 정확성에 대한 기대에도 불구하고 쉽게 간과되었어요.
The politician was upset because his mistake was a minor oversight affecting many people's interests.,정치인은 자신의 실수가 많은 사람들의 관심에 영향을 주는 사소한 실수였기 때문에 속상했어요.
The neurologist explained how the damaged nerve disrupts signals from the brain to the hand.,신경 손상이 뇌에서 손으로 신호를 전달하는 것을 방해한다고 신경학자가 설명했어요.
It truly takes nerve to leave your comfort zone	and embrace risks that foster growth.,정말 큰 용기를 내어 편안한 구역을 벗어나	위험을 감수하며 성장을 도모했어요.
None of the invited guests attended the reception this evening because their plans changed unexpectedly.,초대된 손님들 중 아무도 오늘 저녁 리셉션에 참석하지 않았어요.
"She did not attend the meeting, nor did she send any explanation for her absence.","그녀는 회의에 참석하지 않았고, 결석에 대한 아무런 설명도 보내지 않았어요."
"After exploring for hours, I discovered that sometimes opportunities to succeed lie nowhere in sight.","몇 시간 동안 탐색한 결과, 가끔 성공의 기회는 아무데도 보이지 않는다는 것을 깨달았어요."
"The ancient oak tree stood proudly in the park, offering shade and beauty for everyone.",오래된 떡갈나무는 공원에 당당하게 서서 모두에게 그늘과 아름다움을 제공했어요.
An unusual occurrence during the day caused delays in every scheduled meeting and travel plan.,하루 동안 발생한 이례적인 사건이 모든 회의와 일정 계획에 지연을 초래했어요.
The magnificent grand opera performance captivated the entire audience with its stunning dramatic musical expressions.,이 웅장한 오페라 공연은 놀라운 드라마틱한 음악적 표현으로 전체 관객을 사로잡았어요.
I really believe you ought to consistently follow your deeply held convictions during difficult times.,저는 정말 어려운 시기마다 당신이 꾸준히 간직한 신념을 따라야 한다고 믿어요.
"I baked a delicious fresh loaf of bread in the old, reliable oven last weekend.","지난 주말, 믿음직한 오래된 오븐에서 맛있는 신선한 빵 한 덩어리를 구웠어요."
The student wrote a lengthy paragraph about his summer vacation and his upcoming college plans.,학생은 방학 동안의 경험과 대학 진학 계획에 대해 길게 문단을 작성했어요.
"I enjoyed eating a delicious, juicy pear during my relaxing afternoon picnic with my local friends.",나는 친구들과 함께하는 여유로운 오후 피크닉에서 맛있고 즙이 많은 배를 즐겁게 먹었어요.
"The cost of the product was calculated per unit to ensure proper, accurate pricing estimates.",제품 한 개당 비용은 정확하고 올바른 가격 산정을 위해 신중하게 계산되었어요.
"According to the new rules, every team receives a reward per completed project last quarter.","새로운 규칙에 따라, 모든 팀은 지난 분기에 완료한 프로젝트마다 보상을 받았어요."
The plumber carefully fixed the broken pipe to ensure water flowed smoothly throughout the house.,배관공은 집안의 물 흐름이 원활하게 유지되도록 부서진 관을 정성스럽게 수리했어요.
The musician played a beautiful melody on the old pipe during the lively cultural festival.,음악가는 활기찬 문화 축제 중에 오래된 피리로 아름다운 선율을 연주했어요.
He carefully cleaned the antique pipe before finally lighting it during his morning study session.,그는 아침 공부 시간 동안 최종적으로 오래된 담뱃대를 불 붙이기 전에 신중하게 청소했어요.
