textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석
702,5,breakfast,명사,2,아침 식사,It's time for breakfast.,아침밥을 먹을 시간이다.
702,5,breathe,동사,1,"호흡하다, 숨을 쉬다",Let's breathe in the fresh air.,신선한 공기를 들이마시자.
702,6,bridge,명사,2,"다리, 가교",An old man is walking across the bridge.,노인이 다리를 건너오고 있다.
702,6,bright,형용사,3,"밝은, 선명한; 똑똑한",I think that it's a bright idea.,나는 그게 묘안이라고 생각해.
702,4,bring,동사,1,"가져오다, 데려오다",Don't forget to bring an umbrella with you.,우산을 가져오는 것을 잊지 마라.
702,1,brother,명사,2,"형, 오빠, 남동생","This is my brother, Inho.","이 아이는 내 동생, 인호야."
702,5,bull,명사,2,황소,Bulls cannot see colors.,황소는 색깔을 보지 못한다.
702,1,businessperson,명사,2,사업가,His job is a businessperson.,그의 직업은 사업가야.
702,1,but,접속사,7,"그러나, 하지만",But I don't enjoy playing soccer.,하지만 난 축구는 즐겨 하지 않아.
702,5,butterfly,명사,2,나비,A butterfly is on the flower.,나비 한 마리가 꽃에 앉아 있다.
702,3,buy,동사,1,"사다, 구입하다",We didn't buy much food.,우리는 음식을 많이 사지 않았다.
702,7,by,전치사,6,~옆에,Many cars are driving by on the river.,많은 차가 강변을 달리고 있다.
702,3,cake,명사,2,케이크,"Can I have some chocolate cake, please?",초콜릿 케익 좀 먹어도 될까요?
702,2,call,동사,1,"부르다, 호출하다",Call me a taxi.,택시 좀 불러 주세요.
702,2,camp,동사,1,"야영하다, 캠핑을 하다",We went camping last weekend.,우리는 지난주에 캠핑을 갔다.
702,2,campaign,"명사, 동사",#N/A,캠페인; 캠페인을 벌이다,We'll campaign for world peace.,우리는 세계 평화를 위한 캠페인을 벌일 것이다.
702,1,can,동사*,1,~할 수 있다,I can do math well.,나는 수학을 잘 할 수 있다.
702,6,cancer,명사,2,"암, 병폐",Mrs. Nam died of cancer last year.,남 여사님은 작년에 암으로 돌아가셨다.
702,1,care,명사,2,"돌봄; 조심, 주의",Take care of yourself.,몸조심해라.
702,4,carrot,명사,2,당근,A boy is giving a carrot to the rabbit.,한 소년이 토끼에게 당근 하나를 주고 있다.
702,1,cartoon,명사,2,만화,I enjoy reading cartoons.,나는 만화책 보는 것을 즐겨.
702,5,cat,명사,2,고양이,I feed the cat every morning.,나는 아침마다 고양이에게 먹이를 준다.
702,4,catch,동사,1,"잡다, 받다",How many fish did you catch?,물고기를 얼마나 잡았니?
702,3,cellphone,명사,2,휴대폰,Turn off your cell phones in the classroom.,교실에서는 휴대폰을 꺼라.
702,6,challenge,명사,2,의자,"Dad, I want to buy a chair.","아빠, 새 의자 사 주세요."
702,7,character,명사,2,"등장인물, 성격, 특징",The characters of this movie are all animals.,이 영화의 등장인물은 모두 동물이야.
702,5,chat,동사,1,"이야기를 나누다, 수다를 떨다",I like to chat with my friends.,나는 친구들과 수다 떠는 것을 좋아한다.
702,1,check,동사,1,"살피다, 점검하다",Please check again.,다시 한번 확인해 보세요.
702,6,child,명사,2,아이,Let's help poor children in Africa.,아프리카의 가난한 아이들을 도웁시다.
702,2,Chinese,"형용사, 명사",#N/A,"중국의; 중국인, 중국어",You can speak Chinese well!,너는 중국어를 잘 말할 수 있구나!
702,1,choose,동사,1,"고르다, 선택하다",You can choose white or black.,너는 흰색과 검은색 중에서 하나를 고를 수 있다.
702,8,cinema,명사,2,"영화관, 극장; 영화",I want to go to the cinema with John.,나는 존과 극장에 가고 싶어.
702,1,circle,"동사, 명사",#N/A,동그라미를 그리다; 동그라미,Listen and circle the right answer.,듣고 알맞은 답에 동그라미를 그리세요.
702,2,city,명사,2,"도시, 시",My grandfather didn't want to live in the city.,저의 할아버지는 도시에서 살고 싶어하지 않으셨습니다.
702,1,class,명사,2,"학급, 반; (학급) 학생들",We have a robot in the class!,이 반에 로봇이 있네요!
702,7,classical,형용사,3,"고전주의의, 고전적인",My father likes classical novels.,우리 아빠는 고전 소설을 좋아하신다.
702,1,classmate,명사,2,"반 친구, 급우","Dad, this is my classmate, Jongsu.","아빠, 이 아이는 제 반 친구인 종수예요."
702,1,classroom,명사,2,교실,My classroom is on the first floor.,내 교실은 1층에 있다.
702,1,clean,"동사, 형용사",#N/A,"닦다, 청소하다; 깨끗한",Clean your room.,네 방을 청소해라.
702,1,clear,형용사,3,"분명한, 확실한",It is clear that she is honest.,그녀가 정직하다는 점은 분명하다.
702,5,clearly,부사,4,"또렷하게, 분명히",I cannot hear the sound clearly.,나는 그 소리를 분명하게 들을 수가 없다.
702,2,climb,동사,1,"오르다, 올라가다",The old man began to climb the mountain.,노인은 산을 오르기 시작했다.
702,8,clock,명사,2,시계,The clock is slow.,시계가 느리다.
702,5,close,부사,4,가까이; 가까운,You can come close to me.,내게 가까이 와도 된다.
702,2,club,명사,2,"클럽, 동아리, 동호회",I joined a reading club yesterday.,나는 어제 독서 동아리에 가입했어.
702,5,coin,명사,2,"동전, 주화",There is a coin under the chair.,의자 밑에 동전이 하나 있다.
702,4,cold,형용사,3,"추운, 차가운",It's very cold today.,오늘은 매우 춥다.
702,5,color,명사,2,"색, 색깔",What color is your dog?,너의 개는 무슨 색이니?
702,2,come,동사,1,오다,Please come back to me.,나에게 돌아와 줘.
702,2,comic book,명사,2,"만화책, 만화 잡지",Do you want to read a comic book?,너 만화책을 읽고 싶니?
702,1,comment,"동사,명사",#N/A,"논평; 논평하다, 견해를 밝히다",No comment!,드릴 말씀 없습니다!
702,1,complete,동사,1,"완료하다, 끝마치다",The year is now complete.,올해도 이제 다 갔다.
702,1,computer,명사,2,컴퓨터,"After studying, I play computer games.",나는 공부하고 나서 컴퓨터 게임을 한다.
702,2,concert,명사,2,"연주회, 음악회",We have a concert every year.,우리는 매년 음악회를 개최합니다.
702,7,connect,동사,1,"연결하다, 접속하다",Please connect to another computer.,다른 컴퓨터로 연결하시오.
702,6,contest,명사,2,"대회, 시합; 다툼",My sister is going to take part in the singing contest.,내 여동생은 노래 경연 대회에 나갈 예정이다.
702,1,cook,동사,1,요리하다,Do you like cooking?,요리하는 것을 좋아하니?
702,4,cookie,명사,2,쿠키,What a delicious cookie!,정말 맛있는 쿠키구나!
702,4,cool,형용사,3,멋진; 시원한,Your bike is so cool!,네 자전거 정말 멋지다!
702,8,count,동사,1,"세다, 계산하다",Close your eyes and count to ten.,눈을 가리고 열까지 세라.
702,2,country,명사,2,"나라, 국가","I love Korea, my country.",나는 우리나라 한국을 사랑한다.
702,1,cousin,명사,2,사촌,I play baseball with my cousin every Sunday.,나는 매주 일요일 내 사촌과 야구를 한다.
702,4,cow,명사,2,"암소, 젖소",She is feeding a cow.,그녀는 암소에게 먹이를 먹이고 있다.
702,4,create,동사,1,"창조하다, 만들다",I want to create a wonderful garden.,나는 멋진 정원을 만들고 싶다.
702,4,cry,동사,1,울다; 외치다,The baby didn't stop crying.,그 아기는 울음을 멈추지 않았다.
702,1,culture,명사,2,문화,Korean culture differs from Japanese culture.,한국 문화는 일본 문화와 다르다.
702,3,cup,명사,2,"컵, 잔",I want to drink a cup of coffee.,커피 한 잔 마시고 싶어.
702,6,cure,"명사, 동사",#N/A,"치유, 치료, 치료제; 치료하다",They are trying to find a cure.,그들은 치료 방법을 찾기 위해 애쓰고 있다.
702,4,curry,명사,2,카레,I will have curry for lunch.,나는 점심 식사로 카레를 먹을 것이다.
702,1,dad,명사,2,아빠,My dad is working in Ulsan.,저의 아빠는 울산에서 일하고 계십니다.
702,1,dance,명사,2,"춤, 무용",Jenny enjoys dancing.,제니는 춤추는 것을 즐긴다.
702,5,danger,명사,2,위험,They are not in danger.,그들은 위험에 처해 있지 않다.
702,5,dark,"명사, 형용사",#N/A,"어둠, 캄캄함; 어두운",He couldn't see anything in the dark.,그는 어둠 속에서 아무것도 볼 수 없었다.
702,1,daughter,명사,2,딸,Mr. Park has three daughters.,박 선생님은 딸이 세 명 있습니다.
702,1,day,명사,2,"날, 하루; 요일",Have a nice day!,좋은 하루 보내세요!
702,3,dear,형용사,3,"사랑하는, 소중한",My dear friend David.,나의 소중한 친구 데이비드.
702,5,deep,형용사,3,깊은,Some fish live in the deep sea.,어떤 물고기들은 깊은 바닷속에 산다.
702,3,delicious,형용사,3,"아주 맛있는, 냄새가 좋은",Everything is delicious!,다 맛있어요!
702,1,dentist,명사,2,치과 의사,I have to see my dentist.,치과에 가 봐야 해.
702,1,designer,명사,2,디자이너,Seho knows a famous designer.,세호는 유명한 디자이너를 알고 있다.
702,1,desk,명사,2,책상,There is a notebook on the desk.,책상 위에 공책이 하나 있다.
702,3,diary,명사,2,"일기, 수첩",My uncle kept a diary for over twenty years.,나의 삼촌은 20년 동안 일기를 썼다.
702,7,die,동사,1,죽다; 사라지다,Suddenly many plants died.,갑자기 많은 식물들이 죽어 버렸다.
702,6,difference,명사,2,"차이, 다름",What's the difference between the two?,그 둘 사이의 차이점은 뭐니?
702,5,different from,형용사,3,다른,My idea is different from yours.,내 생각은 너와 달라.
702,6,difficult,형용사,3,"어려운, 힘겨운; 곤란한",It's not too difficult.,그렇게 어렵지는 않아요.
702,3,dinner,명사,2,"식사, 만찬",What do you like for dinner?,저녁으로 무엇을 먹을래?
702,1,director,명사,2,감독,My uncle is a movie director.,나의 삼촌은 영화감독이다.
702,3,dish,명사,2,"접시, 설거지감",I always wash the dishes after dinner.,난 언제나 저녁 식사 후 설거지를 한다.
702,4,dive,동사,1,"다이빙하다, (물 속으로) 뛰어들다",The girl dove into the water.,그 소녀는 물속으로 뛰어들었다.
702,1,do,동사,1,하다,Did you do your homework?,너 숙제는 했니?
702,1,doctor,명사,2,의사,Please call a doctor for me.,의사 좀 불러 주세요.
702,1,dog,명사,2,개,A girl is washing the dog.,소녀가 개를 목욕시키고 있다.
702,5,dolphin,명사,2,돌고래,Dolphins are jumping in the air.,돌고래들이 공중으로 뛰어오르고 있다.
702,2,door,명사,2,문,Open the door.,문 열어.
702,4,down,부사,4,아래로,They looked down at the river.,그들은 강물을 내려다보았다.
702,1,draw,동사,1,그리다,Draw two circles here.,여기에 원을 두 개 그려라.
702,1,dream,명사,2,꿈,My dream job is a teacher.,내가 꿈꾸는 직업은 교사이다.
702,4,dried mango,숙어/관용어,9,말린 망고,My favorite snacks are dried mangoes.,내가 제일 좋아하는 간식은 말린 망고이다.
702,4,drink,동사,1,마시다,Would you like to drink some juice?,주스 좀 마시겠어요?
702,7,drive,동사,1,운전하다,My mom is a good driver.,우리 엄마는 운전을 잘하신다.
702,8,drugstore,명사,2,약국,There's a drugstore on the corner.,모퉁이에 약국이 있어.
702,4,dry,동사,1,말리다; 마르다,Use this towel to dry your hair.,이 수건을 이용해 네 머리를 말려라.
702,6,dust,"명사, 동사",#N/A,"먼지, 티끌; 먼지를 털다",His shoes are covered with dust.,그의 신발은 먼지로 덮여 있다.
702,5,ear,명사,2,귀,Rabbits have long ears and short tails.,토끼는 긴 귀와 짧은 꼬리를 가지고 있다.
702,4,early,부사,4,"일찍, 빨리",Go to bed early to get up early.,일찍 일어나기 위해서 일찍 자라.
702,7,earth,명사,2,"지구, 땅",The earth moves around the sun.,태양은 지구 주위를 돈다.
702,3,easy,형용사,3,"쉬운, 수월한",It is not an easy problem.,그건 쉬운 문제가 아닙니다.
702,1,eat,동사,1,먹다,What did you eat for lunch?,점심으로 뭘 먹었니?
702,7,eco-bag,명사,2,"친환경 가방, 에코백",She tries to use her eco-bag.,그녀는 친환경 가방을 사용하려고 노력한다.
702,5,effect,명사,2,"영향; 효과, 결과",The movie has a lot of special effects.,그 영화에는 특수 효과가 많이 있다.
702,4,egg,명사,2,달걀; 알,He eats fried eggs every morning.,그는 매일 아침 계란 프라이를 먹는다.
702,7,electricity,명사,2,"전기, 전력",We need to save electricity.,우리는 전기를 아껴야 한다.
702,5,elephant,명사,2,코끼리,Elephants use their ears as fans.,코끼리들은 귀를 부채로 이용한다.
702,1,engineer,명사,2,"기술자, 엔지니어",Do I look like an engineer?,내가 기술자처럼 보이니?
702,1,English,명사,2,영어,Can you speak English?,영어로 말할 수 있어요?
702,1,enjoy,동사,1,"즐기다, 즐거운 시간을 보내다",Magie enjoys playing badminton.,메기는 배드민턴 치는 것을 즐긴다.
702,5,enough,부사,4,"~할 만큼, 충분히",We have to leave early enough.,우리는 충분히 일찍 떠나야 한다.
