textbook ID,제목,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),
,영어,비상,2015,4,function,Explore,I’m looking forward to ~를 활용해 희망이나 기대를 표현하기.,A: When are you going to Tokyo? B: I’m looking forward to my first visit to Tokyo.,A: 언제 도쿄에 가? B: 나는 도쿄를 처음 방문하는 게 기대돼.,A: I can’t wait to ~. B: That sounds exciting! A: I’m excited about ~. B: Me too!,
,영어,비상,2015,5,function,Collaborate,You’re not allowed to ~를 활용해 허용되지 않는 것을 표현하기.,A: Can we play music late at night? B: You’re not allowed to play loud music after 10 at night.,A: 밤늦게 음악 틀어도 돼? B: 밤 10시 이후에는 큰 소리로 음악을 틀면 안 돼.,"A: You can’t ~. B: Oh, I didn’t know that. A: It’s against the rules to ~. B: Thanks for letting me know. ",
,영어,비상,2015,6,function,Decide,How do you like ~?를 활용해 만족도를 묻기.,A: How do you like the headphones? B: They sound great!,A: 그 헤드폰 어때? B: 소리가 좋아!,"A: Are you happy with ~? B: Yes, I love it. A: Do you like ~? B: It’s okay, but I expected more. ",
,영어,비상,2015,7,function,Observe,Could you explain ~?를 활용해 설명을 요청하기.,A: This technique improves memory. B: Could you explain how that helps?,A: 이 기술이 기억력을 향상시켜. B: 그게 어떻게 도움이 되는지 설명해 줄 수 있어?,A: Can you tell me more about ~? B: Sure! A: What do you mean by ~? B: Here’s an example.,
,영어,비상,2015,8,function,Appreciate,I’m delighted to ~를 활용해 기쁨을 표현하기.,A: I really enjoyed the gift you gave me. B: I’m delighted to hear that you liked it.,A: 네가 준 선물이 정말 마음에 들었어. B: 네가 좋아했다니 기뻐.,A: I’m happy to ~. B: That’s wonderful to hear. A: I’m glad that ~. B: That makes me so happy!,
,영어 1,비상,2015,1,function,A Road to Happiness,What would you do if you were me?를 활용해 충고를 요청하기.,A: I don’t know how to handle this situation. B: What would you do if you were me?,A: 이 상황을 어떻게 해야 할지 모르겠어. B: 네가 나라면 어떻게 할 거야?,"A: What do you think I should do? B: I’d suggest ~. A: If you were in my shoes, what would you do? B: I would try ~. ",
,영어 1,비상,2015,2,function,"Taste Culture, Understand Better",다양한 표현을 활용해 놀람을 나타내기.,"A: In Korea, side dishes are free in many restaurants. B: I’m surprised that side dishes are free in Korea. ",A: 한국에서는 많은 식당에서 반찬이 무료야. B: 한국에서 반찬이 무료라는 게 놀라워.,"A: That’s unbelievable! B: I know, right? A: No way! B: It’s true! ",
,영어 1,비상,2015,3,function,Sports and Science Get Along,There are ~를 활용해 사실을 진술하기.,A: Where can I rent a bicycle? B: There are many bicycle rental shops along the river.,A: 어디서 자전거를 빌릴 수 있어? B: 강을 따라 자전거 대여점이 많이 있어.,A: You can find ~ in many places. B: That’s good to know. A: ~ is available near here. B: I’ll check it out.,
,영어 1,비상,2015,4,function,"Together, We Can Do Better!",I’m thinking of ~를 활용해 의도를 표현하기.,A: I have trouble understanding some languages. B: I’m thinking of using a translation program.,A: 나는 어떤 언어를 이해하는 데 어려움이 있어. B: 번역 프로그램을 사용할까 생각 중이야.,A: I plan to ~. B: That sounds like a good idea. A: I’m considering ~. B: That could be helpful.,
,영어 1,비상,2015,5,function,Creativity in Action,다양한 표현을 활용해 관심을 표현하기.,A: This painting was created in the 16th century. B: How interesting!,A: 이 그림은 16세기에 그려졌어. B: 정말 흥미롭네!,A: That’s fascinating! B: I didn’t know that. A: How amazing! B: Right? It’s so cool.,
,영어 1,비상,2015,6,function,My Promise with Mother Nature,다양한 표현을 활용해 유감을 표현하기.,A: I couldn’t get the last ticket to the concert. B: That’s a pity!,A: 마지막 콘서트 티켓을 못 샀어. B: 안타깝다!,A: That’s too bad. B: I hope you get another chance. A: What a shame! B: I feel sorry for you.,
,영어 2,비상,2015,1,function,The Path Ahead,I wish I could ~를 활용해 바람이나 소원을 표현하기.,A: You draw so well! B: I wish I could draw all the time.,A: 너 그림 정말 잘 그린다! B: 나는 항상 그림을 그리고 싶어.,A: I hope I can ~. B: That would be amazing! A: I dream of ~. B: I hope your dream comes true.,
,영어 2,비상,2015,2,function,Tasty History,I suggest you ~를 활용해 상대방에게 제안하기.,A: I’m struggling to understand this topic. B: I suggest you do some more research on it.,A: 나는 이 주제를 이해하는 데 어려움을 겪고 있어. B: 더 연구해 보는 게 좋을 것 같아.,A: You should try ~. B: That’s a good idea. A: It might be helpful to ~. B: I’ll consider that.,
,영어 2,비상,2015,3,function,Our Blue Planet,It said that ~를 활용해 정보를 보고하기.,A: What did the article say about mint? B: It said that mint has a lot of health benefits.,A: 그 기사에서 민트에 대해 뭐라고 했어? B: 민트가 건강에 많은 이점이 있다고 했어.,A: The news mentioned that ~. B: That’s interesting. A: I read that ~. B: That makes sense.,
,영어 2,비상,2015,4,function,"One World, Many Ways",다양한 표현을 활용해 화남을 표현하기.,A: He always ignores my opinions. B: It’s annoying that he doesn’t take my needs into consideration.,A: 그는 항상 내 의견을 무시해. B: 그가 내 필요를 고려하지 않는 게 짜증 나.,A: That’s so frustrating! B: I completely understand. A: This really bothers me. B: I can see why.,
,영어 2,비상,2015,5,function,How Far Will Technology Go?,I wonder if you remember ~를 활용해 기억 여부를 묻기.,A: Do you remember our old classmate? B: I wonder if you remember Rebecca Jackson.,A: 우리 예전 반 친구 기억나? B: 너 Rebecca Jackson 기억해?,"A: Do you recall ~? B: Yes, I do. A: Can you remember ~? B: Not really. ",
,영어 2,비상,2015,6,function,The Landscape of Stories,Wouldn’t you agree?를 활용해 상대방의 동의 여부를 묻기.,A: This new policy seems very effective. B: Wouldn’t you agree?,A: 이 새로운 정책이 효과적인 것 같아. B: 너도 그렇게 생각하지 않아?,"A: Don’t you think ~? B: Yes, I do. A: Would you say that ~? B: I suppose so. ",
,영어,동아(이),2015,1,function,"Hi, High School!",be planning to ~를 활용해 계획에 대해 말하기.,I’m planning to read a new book this weekend.,나는 이번 주말에 새로운 책을 읽을 계획이야.,I’m thinking about ~ soon. I’ve decided to ~ sometime later.,
,영어,동아(이),2015,2,function,Delicious World,How did ~를 활용해 만족이나 불만족 묻기.,What did you think about the experience?,그 경험에 대해 어떻게 생각했어?,What are your thoughts on ~? How would you rate ~?,
,영어,동아(이),2015,3,function,Helping Hands,be good at ~를 활용해 능력 표현하기.,I’m good at organizing tasks.,나는 업무를 정리하는 데 능숙해.,I excel in ~. I have a talent for ~.,
,영어,동아(이),2015,4,function,Be Nature Smart,What can we do to ~?을 활용해 방법 묻기.,What can we do to reduce plastic waste?,우리는 플라스틱 쓰레기를 줄이기 위해 무엇을 할 수 있을까?,How can we work on ~? What steps can we take to ~?,
,영어,동아(이),2015,5,function,Beg to Differ,Have you ever ~?을 활용해 경험 묻기.,Have you ever tried bungee jumping?,너는 번지 점프를 해본 적이 있니?,Have you ever taken part in ~? Have you ever had the chance to ~?,
,영어,동아(이),2015,6,function,Beyond Korea,I can’t wait to ~을 활용해 기대 표현하기.,I can’t wait to see the fireworks.,나는 불꽃놀이를 보는 게 정말 기대돼.,I’m really excited to ~. I’m looking forward to ~.,
,영어,동아(이),2015,7,function,A Step Forward,Can you tell me about ~?을 활용해 궁금증 표현하기.,Can you tell me about her latest book?,그녀의 최신 책에 대해 말해 줄 수 있어?,Could you explain ~? I’d like to know more about ~.,
,영어,동아(이),2015,8,function,Bon Voyage,I prefer ~을 활용해 선호 표현하기.,I prefer tea over coffee.,나는 커피보다 차를 더 좋아해.,I like ~ better. ~ is my favorite.,
,영어 1,동아(권),2015,1,function,Invitation to a Teen’s Life,I can’t wait to ~을 활용해 소망 표현하기.,I can’t wait to visit the amusement park.,나는 놀이공원에 가는 게 너무 기대돼.,I’m looking forward to ~. I’m really eager to ~.,
,영어 1,동아(권),2015,2,function,Taste Different Cultures,Please try some ~을 활용해 음식 권유하기.,Please try some of these cookies.,이 쿠키를 한번 먹어 봐.,You should give ~ a try. Why don’t you taste ~?,
,영어 1,동아(권),2015,3,function,Live and Let Live,I’m curious about ~을 활용해 궁금증 표현하기.,I’m curious about how whales communicate.,나는 고래가 어떻게 소통하는지 궁금해.,I wonder about ~. I’d like to know more about ~.,
,영어 1,동아(권),2015,4,function,Passion for Reading,"Which do you prefer, ~ or ~?을 활용해 선호에 대해 묻기. ","Which do you prefer, swimming or hiking? ",수영과 하이킹 중 어느 것을 더 좋아해?,"Do you like ~ more, or ~? Would you rather do ~ or ~? ",
,영어 1,동아(권),2015,5,function,Discover the Future,"In my opinion, ~을 활용해 의견 표현하기. ","In my opinion, studying every day is helpful. ",내 생각에는 매일 공부하는 것이 도움이 돼.,I believe that ~. I think ~.,
,영어 1,동아(권),2015,6,function,National Pride,Can you tell me more about ~?을 활용해 설명 요청하기.,Can you tell me more about his project?,그의 프로젝트에 대해 좀 더 말해 줄 수 있어?,Could you explain ~ to me? I’d like to know more about ~.,
,영어 2,동아(권),2015,1,function,Health Talks,"I think you should ~을 활용해 충고, 조언하기. ",I think you should eat more vegetables.,나는 네가 더 많은 채소를 먹어야 한다고 생각해.,You might want to ~. It’s a good idea to ~.,
,영어 2,동아(권),2015,2,function,Step into the World,Don’t forget to ~을 활용해 상기시켜주기.,Don’t forget to bring your umbrella.,우산을 가져가는 것을 잊지 마.,Remember to ~. Make sure to ~.,
,영어 2,동아(권),2015,3,function,The Joy of Language,I have difficulty ~을 활용해 어려움 표현하기.,I have difficulty remembering names.,나는 이름을 기억하는 데 어려움을 겪어.,It’s hard for me to ~. I struggle with ~.,
,영어 2,동아(권),2015,4,function,Delight in Art,It is said that ~을 활용해 진술하기.,It is said that this castle is haunted.,이 성은 귀신이 나온다고 해.,People say that ~. They believe that ~.,
,영어 2,동아(권),2015,5,function,Living Together,We are supposed to ~을 활용해 도덕적 의무 표현하기.,We are supposed to respect others.,우리는 다른 사람을 존중해야 해.,It’s our duty to ~. We should always ~.,
,영어 2,동아(권),2015,6,function,Find Your Dream,I’m interested in ~을 활용해 관심 표현하기.,I’m interested in photography.,나는 사진 촬영에 관심이 있어.,I have a passion for ~. I enjoy ~.,
,공통영어 1,동아(이),2022,1,function,Life Is Experience,I’m glad to ~을 활용해 기쁨을 표현하기.,I’m glad to join the event.,나는 행사에 참여하게 되어 기뻐.,I’m happy to ~. I feel delighted to ~.,
,공통영어 1,동아(이),2022,2,function,Journey Through the Pages,I wonder ~을 활용해 궁금증을 표현하기.,I wonder how the story ends.,나는 그 이야기가 어떻게 끝나는지 궁금해.,I’m curious about ~. I want to know ~.,
,공통영어 1,동아(이),2022,3,function,Small Things Matter,Don’t forget to ~을 활용해 상기시키기.,Don’t forget to bring your ID.,신분증을 가져오는 것 잊지 마.,Make sure to ~. Remember to ~.,
,공통영어 1,동아(이),2022,4,function,Everyday Decisions,I’m planning to ~을 활용해 의도를 표현하기.,I’m planning to visit my grandparents.,나는 조부모님을 방문할 계획이야.,I intend to ~. I have plans to ~.,
,영어 1,동아(박),2022,1,function,Best Version of Me,I’m going to ~을 활용해 미래 계획을 표현하기.,I’m going to start learning a new language.,나는 새로운 언어를 배우기 시작할 계획이야.,I plan to ~. I intend to ~.,
,영어 1,동아(박),2022,2,function,Money Smart,"If I were you, I’d ~을 활용해 조언하기. ","If I were you, I’d take a short break. ",내가 너라면 잠시 쉬겠어.,I’d recommend ~. You might want to consider ~.,
,영어 1,동아(박),2022,3,function,Act for Our Planet,I had no idea that ~을 활용해 놀람을 표현하기.,I had no idea that the exam was postponed.,나는 시험이 연기된 줄 전혀 몰랐어.,I was surprised that ~. It shocked me that ~.,
